ts_code,stock_name,industry,trade_date,open,close,high,low,vol,amount,amplitude,pct_chg,change,turnover_rate,pre_close,price_type,source,adj_factor
300750.SZ,宁德时代,新能源汽车,2019-01-16,21.93,21.8,22.09,21.65,25739,197749843.0,1.98,-1.76,-0.39,1.18,22.19,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-01-17,21.95,21.79,22.37,21.65,37188,286721584.0,3.3,-0.05,-0.01,1.71,21.8,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-01-18,22.07,21.09,22.07,20.32,65039,488797280.0,8.03,-3.21,-0.7,2.99,21.79,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-01-21,20.89,21.0,21.22,20.46,52412,392168960.0,3.6,-0.43,-0.09,2.41,21.09,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-01-22,20.87,20.47,21.24,20.33,42589,318440032.0,4.33,-2.52,-0.53,1.96,21.0,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-01-23,20.46,21.12,21.24,20.32,48848,367089072.0,4.49,3.18,0.65,2.25,20.47,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-01-24,20.87,20.97,21.35,20.7,37984,286305024.0,3.08,-0.71,-0.15,1.75,21.12,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-01-25,21.23,22.23,22.98,20.97,91190,707431984.0,9.59,6.01,1.26,4.2,20.97,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-01-28,22.59,21.47,22.68,21.44,46289,355879568.0,5.58,-3.42,-0.76,2.13,22.23,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-01-29,21.57,21.8,22.2,20.37,52363,395374224.0,8.52,1.54,0.33,2.41,21.47,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-01-30,20.5,21.54,22.18,20.1,77078,583430176.0,9.54,-1.19,-0.26,3.55,21.8,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-01-31,21.58,21.49,22.41,21.45,44128,339614000.0,4.46,-0.23,-0.05,2.03,21.54,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-02-01,21.8,22.76,23.19,21.54,62144,483480064.0,7.68,5.91,1.27,2.86,21.49,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-02-11,23.09,24.2,24.42,23.08,83433,670709808.0,5.89,6.33,1.44,3.84,22.76,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-02-12,23.93,24.2,24.54,23.67,49891,402647824.0,3.6,0.0,0.0,2.3,24.2,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-02-13,24.09,24.59,25.63,23.85,78772,647619280.0,7.36,1.61,0.39,3.63,24.2,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-02-14,24.48,26.27,28.58,24.4,127233,1084873168.0,17.0,6.83,1.68,5.86,24.59,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-02-15,26.09,24.99,26.98,24.98,105153,880799440.0,7.61,-4.87,-1.28,4.84,26.27,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-02-18,25.4,26.13,26.36,25.07,87787,735318288.0,5.16,4.56,1.14,4.04,24.99,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-02-19,26.24,24.92,26.3,24.65,94258,782086064.0,6.31,-4.63,-1.21,4.34,26.13,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-02-20,25.2,25.41,26.15,24.82,60674,506750848.0,5.34,1.97,0.49,2.79,24.92,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-02-21,25.15,25.5,26.35,24.93,82288,690870560.0,5.59,0.35,0.09,3.79,25.41,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-02-22,25.32,26.08,26.59,24.82,89600,752183504.0,6.94,2.27,0.58,4.12,25.5,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-02-25,26.85,29.94,30.13,26.85,154113,1380347008.0,12.58,14.8,3.86,7.09,26.08,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-02-26,29.2,28.37,29.65,27.92,113242,1009210800.0,5.78,-5.24,-1.57,5.21,29.94,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-02-27,27.93,27.01,28.87,26.59,91038,795251088.0,8.04,-4.79,-1.36,4.19,28.37,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-02-28,26.99,27.93,28.75,26.99,72399,637896400.0,6.52,3.41,0.92,3.33,27.01,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-03-01,29.82,29.22,30.8,28.87,96193,873963504.0,6.91,4.62,1.29,4.43,27.93,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-03-04,30.04,30.53,32.07,29.61,140369,1306102144.0,8.42,4.48,1.31,6.46,29.22,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-03-05,30.53,30.65,30.86,29.87,86157,793012160.0,3.24,0.39,0.12,3.97,30.53,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-03-06,30.94,29.87,31.32,28.86,104329,949501264.0,8.03,-2.54,-0.78,4.8,30.65,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-03-07,29.68,28.03,29.68,27.36,137071,1210805136.0,7.77,-6.16,-1.84,6.31,29.87,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-03-08,26.98,26.41,28.26,26.27,110697,951944816.0,7.1,-5.78,-1.62,5.1,28.03,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-03-11,26.28,28.05,28.19,26.18,93547,813096544.0,7.61,6.21,1.64,4.31,26.41,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-03-12,30.09,29.8,31.34,28.77,147634,1352038768.0,9.16,6.24,1.75,6.8,28.05,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-03-13,29.75,28.14,29.75,27.93,75777,674377760.0,6.11,-5.57,-1.66,3.49,29.8,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-03-14,28.08,28.62,29.47,27.72,79826,710913728.0,6.22,1.71,0.48,3.67,28.14,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-03-15,29.21,29.11,29.98,28.63,78215,707054560.0,4.72,1.71,0.49,3.6,28.62,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-03-18,29.14,28.8,29.2,28.04,72758,646068128.0,3.98,-1.06,-0.31,3.35,29.11,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-03-19,28.73,28.43,30.25,28.09,68170,611077104.0,7.5,-1.28,-0.37,3.14,28.8,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
300750.SZ,宁德时代,新能源汽车,2019-03-20,28.37,27.63,28.37,26.88,88141,764749344.0,5.24,-2.81,-0.8,4.06,28.43,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
