ts_code,stock_name,industry,trade_date,open,close,high,low,vol,amount,pre_close,change,pct_chg,amplitude,turnover_rate,price_type,source,adj_factor
000425.SZ,徐工机械,工程机械,2019-01-02,2.096,2.066,2.096,2.046,234378.66,75407.791,,,,,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-03,2.056,2.046,2.086,2.026,309744.49,99310.708,2.066,-0.020000000000000018,-0.9680542110358181,2.9041626331074566,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-04,2.026,2.096,2.106,2.006,352364.97,113607.711,2.046,0.050000000000000266,2.4437927663734316,4.887585532746828,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-07,2.116,2.126,2.136,2.086,413866.76,135157.339,2.096,0.029999999999999805,1.4312977099236512,2.3854961832061194,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-08,2.116,2.106,2.126,2.096,280974.1,91725.116,2.126,-0.020000000000000018,-0.940733772342428,1.4111006585136314,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-09,2.126,2.126,2.166,2.106,501782.43,165474.09,2.106,0.020000000000000018,0.9496676163342821,2.8490028490028516,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-10,2.136,2.106,2.146,2.106,307533.42,100870.519,2.126,-0.020000000000000018,-0.940733772342428,1.881467544684856,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-11,2.116,2.136,2.136,2.106,239073.11,78458.749,2.106,0.03000000000000025,1.4245014245014342,1.4245014245014362,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-14,2.126,2.166,2.206,2.126,485723.68,161093.897,2.136,0.029999999999999805,1.4044943820224587,3.745318352059928,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-15,2.156,2.176,2.176,2.126,436614.49,144347.7,2.166,0.010000000000000231,0.46168051708219693,2.308402585410908,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-16,2.166,2.126,2.166,2.116,460569.88,151619.153,2.176,-0.050000000000000266,-2.2977941176470673,2.297794117647051,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-17,2.126,2.116,2.136,2.106,299461.95,98057.115,2.126,-0.009999999999999787,-0.4703668861712029,1.4111006585136525,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-18,2.116,2.156,2.156,2.116,421625.75,138789.559,2.116,0.040000000000000036,1.8903591682419618,1.8903591682419678,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-21,2.156,2.156,2.166,2.146,447327.79,148023.483,2.156,0.0,0.0,0.9276437847866427,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-22,2.156,2.126,2.156,2.116,248587.16,81827.015,2.156,-0.03000000000000025,-1.3914656771799705,1.8552875695732853,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-23,2.116,2.116,2.136,2.106,198836.72,65092.183,2.126,-0.009999999999999787,-0.4703668861712029,1.4111006585136525,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-24,2.116,2.086,2.116,2.076,476709.22,154844.96,2.116,-0.03000000000000025,-1.417769376181488,1.8903591682419678,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-25,2.076,2.086,2.116,2.076,543806.95,176236.075,2.086,0.0,0.0,1.9175455417066174,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-28,2.106,2.106,2.136,2.096,609121.92,199000.077,2.086,0.020000000000000018,0.9587727708533,1.9175455417066174,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-29,2.096,2.106,2.106,2.046,631881.14,204852.772,2.106,0.0,0.0,2.8490028490028516,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-30,2.096,2.146,2.186,2.086,819967.49,269926.017,2.106,0.040000000000000036,1.8993352326685642,4.748338081671419,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-01-31,2.146,2.106,2.186,2.086,855192.9,281222.851,2.146,-0.040000000000000036,-1.8639328984156545,4.659832246039147,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-02-01,2.116,2.166,2.166,2.106,497555.67,164155.887,2.106,0.06000000000000005,2.8490028490028463,2.8490028490028516,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-02-11,2.166,2.306,2.316,2.166,1267565.98,429695.494,2.166,0.14000000000000012,6.463527239150513,6.925207756232683,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-02-12,2.286,2.366,2.376,2.266,1311884.33,456857.959,2.306,0.06000000000000005,2.601908065915004,4.770164787510836,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-02-13,2.376,2.386,2.406,2.346,1451753.46,512640.691,2.366,0.020000000000000018,0.8453085376162406,2.535925612848692,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-02-14,2.396,2.486,2.506,2.376,1626210.44,586745.239,2.386,0.10000000000000009,4.191114836546528,5.448449287510472,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-02-15,2.466,2.406,2.466,2.396,870639.53,311911.305,2.486,-0.08000000000000007,-3.2180209171359664,2.8157683024939777,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-02-18,2.416,2.546,2.606,2.416,1458171.6,536342.597,2.406,0.13999999999999968,5.818786367414774,7.896924355777221,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-02-19,2.566,2.506,2.586,2.466,903864.16,331746.154,2.546,-0.040000000000000036,-1.5710919088766762,4.713275726629995,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-02-20,2.516,2.516,2.556,2.486,540951.54,198436.046,2.506,0.010000000000000231,0.3990422984836428,2.7932960893854686,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-02-21,2.506,2.456,2.536,2.446,778365.87,282986.886,2.516,-0.06000000000000005,-2.384737678855331,3.5771065182829833,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-02-22,2.446,2.576,2.616,2.436,1300088.01,479396.187,2.456,0.1200000000000001,4.885993485342022,7.328990228013035,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-02-25,2.596,2.826,2.896,2.586,2175991.37,847951.674,2.576,0.25,9.70496894409938,12.034161490683232,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-02-26,2.846,2.796,2.966,2.796,1724390.47,694511.739,2.826,-0.03000000000000025,-1.0615711252654036,6.015569709837239,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-02-27,2.786,2.756,2.866,2.706,1073778.48,423958.389,2.796,-0.040000000000000036,-1.4306151645207432,5.722460658082981,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-02-28,2.766,2.786,2.806,2.726,773133.71,303517.244,2.756,0.03000000000000025,1.0885341074020394,2.902757619738755,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-03-01,2.836,2.856,2.876,2.756,907219.34,359424.22,2.786,0.06999999999999984,2.5125628140703515,4.307250538406321,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-03-04,2.936,3.036,3.156,2.906,2567525.05,1077102.947,2.856,0.18000000000000016,6.302521008403361,8.753501400560225,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-03-05,3.076,3.056,3.076,2.986,1287286.99,538713.658,3.036,0.020000000000000018,0.6587615283267567,2.964426877470351,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-03-06,3.086,3.106,3.116,3.016,1403544.31,593102.066,3.056,0.04999999999999982,1.63612565445026,3.2722513089005263,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-03-07,3.066,3.046,3.096,3.006,1414677.01,594162.929,3.106,-0.06000000000000005,-1.9317450096587252,2.8976175144880973,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-03-08,2.956,2.796,3.006,2.776,1502796.31,610878.949,3.046,-0.25,-8.20748522652659,7.550886408404464,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-03-11,2.806,2.996,2.996,2.806,1309633.49,532982.926,2.796,0.20000000000000018,7.153075822603716,6.795422031473532,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-03-12,3.076,2.986,3.096,2.906,1264696.82,527634.478,2.996,-0.009999999999999787,-0.33377837116154163,6.341789052069425,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-03-13,3.006,2.896,3.046,2.846,1106047.55,456317.4,2.986,-0.0900000000000003,-3.0140656396517196,6.697923643670453,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-03-14,2.876,2.916,2.996,2.816,849066.05,343771.473,2.896,0.020000000000000018,0.6906077348066253,6.215469613259674,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-03-15,3.076,3.116,3.146,3.016,2513574.83,1068966.99,2.916,0.20000000000000018,6.858710562414272,4.458161865569269,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-03-18,3.226,3.426,3.516,3.216,2679576.94,1213698.274,3.116,0.31000000000000005,9.94865211810012,9.627727856225924,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-03-19,3.396,3.336,3.406,3.276,1489332.28,667842.514,3.426,-0.0900000000000003,-2.6269702276707663,3.794512551079986,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-03-20,3.316,3.366,3.456,3.256,1599737.34,722131.404,3.336,0.03000000000000025,0.899280575539585,5.995203836930461,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-03-21,3.396,3.336,3.406,3.296,959046.66,431478.558,3.366,-0.03000000000000025,-0.891265597147961,3.2679738562091596,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-03-22,3.366,3.346,3.406,3.276,942998.99,422834.759,3.336,0.010000000000000231,0.2997601918465209,3.8968824940048066,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-03-25,3.266,3.206,3.306,3.206,1099252.57,484747.04,3.346,-0.14000000000000012,-4.184100418410042,2.9886431560071753,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-03-26,3.236,3.086,3.256,3.056,1033582.15,443375.475,3.206,-0.1200000000000001,-3.7429819089207728,6.238303181534614,,前复权,TuShare Pro daily + TuShare legacy qfq,
000425.SZ,徐工机械,工程机械,2019-03-27,3.116,3.176,3.176,3.046,815688.37,348913.997,3.086,0.0900000000000003,2.9163966299416755,4.21257290991576,,前复权,TuShare Pro daily + TuShare legacy qfq,
