ts_code,stock_name,industry,trade_date,open,close,high,low,vol,amount,amplitude,pct_chg,change,turnover_rate,pre_close,price_type,source,adj_factor
600519.SH,贵州茅台,食品饮料,2019-01-21,416.2,413.18,425.08,408.08,47052,3242615728.0,4.15,0.82,3.37,0.37,409.81,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
600519.SH,贵州茅台,食品饮料,2019-01-22,412.2,397.2,412.2,391.42,42122,2834735024.0,5.03,-3.87,-15.98,0.34,413.18,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
600519.SH,贵州茅台,食品饮料,2019-01-23,393.42,391.86,400.7,389.33,33625,2247371216.0,2.86,-1.34,-5.34,0.27,397.2,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
600519.SH,贵州茅台,食品饮料,2019-01-24,396.5,398.7,404.03,390.88,29155,1960227056.0,3.36,1.75,6.84,0.23,391.86,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
600519.SH,贵州茅台,食品饮料,2019-01-25,402.08,405.9,411.1,396.13,28986,1966232096.0,3.75,1.81,7.2,0.23,398.7,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
600519.SH,贵州茅台,食品饮料,2019-01-28,410.2,403.2,420.18,402.23,36103,2476277968.0,4.42,-0.67,-2.7,0.29,405.9,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
600519.SH,贵州茅台,食品饮料,2019-01-29,403.7,411.2,414.2,394.2,30343,2069407520.0,4.96,1.98,8.0,0.24,403.2,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
600519.SH,贵州茅台,食品饮料,2019-01-30,411.19,402.2,412.42,402.2,22700,1545353568.0,2.49,-2.19,-9.0,0.18,411.2,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
600519.SH,贵州茅台,食品饮料,2019-01-31,406.2,415.8,415.8,403.76,36697,2515374976.0,2.99,3.38,13.6,0.29,402.2,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
600519.SH,贵州茅台,食品饮料,2019-02-01,423.24,418.87,425.2,415.81,30521,2121326144.0,2.26,0.74,3.07,0.24,415.8,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
600519.SH,贵州茅台,食品饮料,2019-02-11,421.2,451.5,455.7,414.38,58141,4143849808.0,9.86,7.79,32.63,0.46,418.87,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
600519.SH,贵州茅台,食品饮料,2019-02-12,449.2,444.12,451.69,441.4,35091,2521840128.0,2.28,-1.63,-7.38,0.28,451.5,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
600519.SH,贵州茅台,食品饮料,2019-02-13,449.2,461.45,462.36,443.42,35677,2589623536.0,4.26,3.9,17.33,0.28,444.12,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
600519.SH,贵州茅台,食品饮料,2019-02-14,457.4,463.36,469.86,456.34,32258,2375987072.0,2.93,0.41,1.91,0.26,461.45,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
600519.SH,贵州茅台,食品饮料,2019-02-15,461.08,450.98,461.08,449.22,23238,1691515520.0,2.56,-2.67,-12.38,0.18,463.36,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,
