ts_code,stock_name,industry,parameter,short_window,long_window,sample_period,observations,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,benchmark_return,excess_return,buy_count,sell_count,holding_ratio,total_cost_rate
600584.SH,长电科技,半导体,MA5/MA10,5,10,全样本,1818,3.925338772227101,0.24732964026144777,0.3880764364599567,0.7614307490179711,-0.5429952777921195,12.608344549125137,-8.683005776898035,103,103,0.5192519251925193,0.20600000000000002
600584.SH,长电科技,半导体,MA5/MA10,5,10,样本内,1214,0.417788772521996,0.07515544137767893,0.3829087413464538,0.3790341164923802,-0.5429952777921195,2.9717362045760343,-2.5539474320540383,74,74,0.5181219110378913,0.14800000000000002
600584.SH,长电科技,半导体,MA5/MA10,5,10,样本外,604,2.4739580871879765,0.6812877202303715,0.39789963930592454,1.502144269956554,-0.36358032643633853,2.4262961707895627,0.04766191639841377,29,29,0.5215231788079471,0.057999999999999996
600584.SH,长电科技,半导体,MA5/MA15,5,15,全样本,1818,5.9857002079124495,0.30923980317064803,0.40005654451688066,0.8713396870322081,-0.5696382951320287,12.608344549125137,-6.622644341212688,72,72,0.5214521452145214,0.14400000000000002
600584.SH,长电科技,半导体,MA5/MA15,5,15,样本内,1214,1.1091511486137002,0.16755597627426244,0.39583662343614173,0.587141590149063,-0.5696382951320287,2.9717362045760343,-1.862585055962334,49,49,0.514827018121911,0.098
600584.SH,长电科技,半导体,MA5/MA15,5,15,样本外,604,2.3120908439890617,0.6481483455937487,0.40834093028982227,1.4254882062519179,-0.23835145917840939,2.4262961707895627,-0.114205326800501,23,23,0.5347682119205298,0.046
600584.SH,长电科技,半导体,MA10/MA20,10,20,全样本,1818,4.292067495494552,0.2598084220672323,0.3843471924824976,0.7911121541469214,-0.5695166145622936,12.608344549125137,-8.316277053630586,43,42,0.5088008800880088,0.08499999999999999
600584.SH,长电科技,半导体,MA10/MA20,10,20,样本内,1214,1.5417494096382987,0.21365917914127142,0.37558912028007485,0.7015299058058861,-0.532381123418479,2.9717362045760343,-1.4299867949377356,28,28,0.5,0.05600000000000001
600584.SH,长电科技,半导体,MA10/MA20,10,20,样本外,604,1.0820571356983746,0.3579414236979028,0.4016423431975108,0.9600936570221252,-0.33324893946422673,2.4262961707895627,-1.3442390350911881,15,14,0.5264900662251656,0.029
600584.SH,长电科技,半导体,MA10/MA30,10,30,全样本,1818,3.1521370332591356,0.21815071565498156,0.3943137120304197,0.6959484356628005,-0.6283136654574478,12.608344549125137,-9.456207515866002,31,30,0.5187018701870187,0.061
600584.SH,长电科技,半导体,MA10/MA30,10,30,样本内,1214,0.34934416391845335,0.06416911427432881,0.38205852384764094,0.352600145068203,-0.5557680227507544,2.9717362045760343,-2.622392040657581,21,21,0.5082372322899505,0.041999999999999996
600584.SH,长电科技,半导体,MA10/MA30,10,30,样本外,604,2.0771519559557428,0.598323889891835,0.41762593964381745,1.329481786401355,-0.3851625851541107,2.4262961707895627,-0.34914421483381997,10,9,0.5397350993377483,0.019
600584.SH,长电科技,半导体,MA20/MA60,20,60,全样本,1818,0.3716540223885494,0.04477795751501956,0.3876890770920618,0.3061327359213877,-0.6486009347830595,12.608344549125137,-12.236690526736588,20,19,0.5159515951595159,0.039
600584.SH,长电科技,半导体,MA20/MA60,20,60,样本内,1214,-0.2793599888957301,-0.06574500613722312,0.3805722207949154,0.01184920423917814,-0.587119345726102,2.9717362045760343,-3.2510961934717644,13,13,0.5115321252059308,0.026000000000000002
600584.SH,长电科技,半导体,MA20/MA60,20,60,样本外,604,0.9033831056461903,0.30804750924187396,0.4015436326254516,0.8670743513024808,-0.26576380441335257,2.4262961707895627,-1.5229130651433724,7,6,0.5248344370860927,0.013000000000000001
600031.SH,三一重工,工程机械,MA5/MA10,5,10,全样本,1823,1.9812129444636728,0.16299297197129148,0.2784251864743833,0.6796625392312339,-0.49249211270696847,2.5672404009835352,-0.5860274565198624,87,86,0.494240263302249,0.173
600031.SH,三一重工,工程机械,MA5/MA10,5,10,样本内,1214,1.8844833192942616,0.245948577610404,0.2985772490540671,0.8834934086405032,-0.49249211270696847,1.4371098921883836,0.447373427105878,58,57,0.49917627677100496,0.115
600031.SH,三一重工,工程机械,MA5/MA10,5,10,样本外,609,0.033534472022211714,0.013742308942998882,0.23306231119894885,0.17425871272184365,-0.18922323287176657,0.4637175009701193,-0.4301830289479076,29,29,0.48440065681444994,0.058
600031.SH,三一重工,工程机械,MA5/MA15,5,15,全样本,1823,1.177010084790623,0.11353453908917022,0.29307661622276937,0.511596883411651,-0.5650263048012324,2.5672404009835352,-1.3902303161929122,70,69,0.5266044980800878,0.139
600031.SH,三一重工,工程机械,MA5/MA15,5,15,样本内,1214,1.1948838725196262,0.17725247677070044,0.31571254577352414,0.6723875535608417,-0.5587529683022305,1.4371098921883836,-0.24222601966875734,45,44,0.5230642504118617,0.089
600031.SH,三一重工,工程机械,MA5/MA15,5,15,样本外,609,-0.00814338651478852,-0.0033777549220731506,0.2417642788832013,0.10612966900435923,-0.26729312321256293,0.4637175009701193,-0.47186088748490784,25,25,0.5336617405582923,0.05
600031.SH,三一重工,工程机械,MA10/MA20,10,20,全样本,1823,1.3045713236247574,0.12233413409039606,0.30596756107104406,0.5284204978426599,-0.4965541632551608,2.5672404009835352,-1.2626690773587779,47,47,0.5375754251234229,0.094
600031.SH,三一重工,工程机械,MA10/MA20,10,20,样本内,1214,1.0302093372793282,0.15834728887543692,0.33281572957175926,0.6059212532271679,-0.49199013580650963,1.4371098921883836,-0.4069005549090554,28,28,0.5280065897858319,0.056
600031.SH,三一重工,工程机械,MA10/MA20,10,20,样本外,609,0.13513975199872763,0.053850568693499135,0.2439600572212965,0.33604248239957313,-0.302860361370183,0.4637175009701193,-0.3285777489713917,19,19,0.5566502463054187,0.038000000000000006
600031.SH,三一重工,工程机械,MA10/MA30,10,30,全样本,1823,0.5266932785168832,0.06023145991835932,0.30268287657666637,0.3433774002328797,-0.5680861874094902,2.5672404009835352,-2.040547122466652,31,31,0.5403181568842568,0.062
600031.SH,三一重工,工程机械,MA10/MA30,10,30,样本内,1214,0.2820423970610013,0.052926822561915055,0.32565741595285747,0.3197809627656839,-0.5477047479077599,1.4371098921883836,-1.1550674951273823,19,19,0.5115321252059308,0.038
600031.SH,三一重工,工程机械,MA10/MA30,10,30,样本外,609,0.1908290100364316,0.07494429991750651,0.25093262112279313,0.41256747336070293,-0.1770670977358889,0.4637175009701193,-0.2728884909336877,12,12,0.5977011494252874,0.024
600031.SH,三一重工,工程机械,MA20/MA60,20,60,全样本,1823,1.0730474047296217,0.10602784223006734,0.3002814777243937,0.48480347097597803,-0.49628444697875396,2.5672404009835352,-1.4941929962539136,15,15,0.5304443225452551,0.03
600031.SH,三一重工,工程机械,MA20/MA60,20,60,样本内,1214,0.5974931147962652,0.10212159315071467,0.32750990139218944,0.45958566296862047,-0.49628444697875396,1.4371098921883836,-0.8396167773921184,10,10,0.5280065897858319,0.02
600031.SH,三一重工,工程机械,MA20/MA60,20,60,样本外,609,0.29768784949912286,0.11385603977264624,0.23709385466958904,0.5724621306521518,-0.2291153476677904,0.4637175009701193,-0.16602965147099646,5,5,0.535303776683087,0.01
000425.SZ,徐工机械,工程机械,MA5/MA10,5,10,全样本,1800,0.027006669115059,0.0037377474795301513,0.299601998083281,0.1601011796176669,-0.48023045942456055,3.080348499515978,-3.0533418304009188,102,101,0.48944444444444446,0.203
000425.SZ,徐工机械,工程机械,MA5/MA10,5,10,样本内,1191,0.1538986003903604,0.030751225277735772,0.3069174872082858,0.2494100443406601,-0.48023045942456055,1.3746369796708664,-1.220738379280506,65,64,0.48446683459277917,0.129
000425.SZ,徐工机械,工程机械,MA5/MA10,5,10,样本外,609,-0.10996800865550294,-0.04706255333829468,0.28496664430083823,-0.02782620614934495,-0.32309432300415,0.718304117407258,-0.8282721260627609,37,37,0.49917898193760263,0.07400000000000001
000425.SZ,徐工机械,工程机械,MA5/MA15,5,15,全样本,1800,1.2902741021160695,0.12301160630400543,0.3028136879278203,0.5322127835752177,-0.44687365020558856,3.080348499515978,-1.7900743973999083,66,65,0.495,0.131
000425.SZ,徐工机械,工程机械,MA5/MA15,5,15,样本内,1191,0.7194338419726447,0.12151343981263651,0.314039485509026,0.5193600826497221,-0.44687365020558856,1.3746369796708664,-0.6552031376982217,44,43,0.4794290512174643,0.087
000425.SZ,徐工机械,工程机械,MA5/MA15,5,15,样本外,609,0.33199315158791776,0.12594730466783255,0.27981001102078645,0.5624199541373994,-0.2725091310083466,0.718304117407258,-0.3863109658193402,22,22,0.5254515599343186,0.044
000425.SZ,徐工机械,工程机械,MA10/MA20,10,20,全样本,1800,0.324211726703467,0.04009747038131106,0.3105975129314328,0.2801569823256962,-0.6026090606450509,3.080348499515978,-2.7561367728125106,47,47,0.5122222222222222,0.094
000425.SZ,徐工机械,工程机械,MA10/MA20,10,20,样本内,1191,0.12123301238230955,0.024507156597742608,0.32382368814545714,0.2345906825178744,-0.6026090606450509,1.3746369796708664,-1.2534039672885569,30,30,0.4979009235936188,0.06
000425.SZ,徐工机械,工程机械,MA10/MA20,10,20,样本外,609,0.18103169642667405,0.07127589386248356,0.2832023499935259,0.38356405747762534,-0.2711735606795229,0.718304117407258,-0.5372724209805839,17,17,0.5402298850574713,0.034
000425.SZ,徐工机械,工程机械,MA10/MA30,10,30,全样本,1800,0.43570697084855303,0.05193574617603591,0.3327703655180523,0.3164738832989074,-0.38842587554897934,3.080348499515978,-2.6446415286674245,32,32,0.5238888888888888,0.064
000425.SZ,徐工机械,工程机械,MA10/MA30,10,30,样本内,1191,0.038861879322603654,0.008099538152310348,0.35244763085160774,0.19661034443802783,-0.38842587554897934,1.3746369796708664,-1.3357751003482627,21,21,0.5004198152812762,0.042
000425.SZ,徐工机械,工程机械,MA10/MA30,10,30,样本外,609,0.38199985910034195,0.1432500811147559,0.2906864184040776,0.6046131108951522,-0.2943256624076874,0.718304117407258,-0.336304258306916,11,11,0.5697865353037767,0.022
000425.SZ,徐工机械,工程机械,MA20/MA60,20,60,全样本,1800,0.6485571544369495,0.07249323433738297,0.3264965183903475,0.37601404058471094,-0.3501338517074809,3.080348499515978,-2.431791345079028,17,17,0.5394444444444444,0.034
000425.SZ,徐工机械,工程机械,MA20/MA60,20,60,样本内,1191,0.16573481363114095,0.032979346433785306,0.33917695494772815,0.26327795730593184,-0.3501338517074809,1.3746369796708664,-1.2089021660397254,12,12,0.5071368597816961,0.024
000425.SZ,徐工机械,工程机械,MA20/MA60,20,60,样本外,609,0.41417853800030846,0.15419082424495034,0.3003805468204491,0.6266129014124172,-0.2322988946114014,0.718304117407258,-0.3041255794069495,5,5,0.6026272577996716,0.01
