stock_name,column,missing_count
三一重工,ts_code,0
三一重工,trade_date,0
三一重工,open,0
三一重工,high,0
三一重工,low,0
三一重工,close,0
三一重工,pre_close,0
三一重工,change,0
三一重工,pct_chg,0
三一重工,vol,0
三一重工,amount,0
平安集团,ts_code,0
平安集团,trade_date,0
平安集团,open,0
平安集团,high,0
平安集团,low,0
平安集团,close,0
平安集团,pre_close,0
平安集团,change,0
平安集团,pct_chg,0
平安集团,vol,0
平安集团,amount,0
