ts_code,trade_date,date,adj_factor,vol,amount,qfq_open,qfq_high,qfq_low,qfq_close,qfq_pre_close,qfq_change,qfq_pct_chg
688256.SH,2026-02-06,2026-02-06,1.0,79813.48,8272185.155,699.1349248927038,712.6341201716738,681.0354077253218,695.4063841201717,709.7170064377682,-14.31062231759654,-2.016384303572606
688256.SH,2026-02-09,2026-02-09,1.0,96536.39,10462460.032,710.8369098712446,741.644313304721,708.1545064377682,728.8090128755364,695.4063841201717,33.40262875536473,4.803325007955707
688256.SH,2026-02-10,2026-02-10,1.0,96601.2,10796371.349,741.013948497854,769.8497854077253,732.0144849785407,738.2644849785408,728.8090128755364,9.455472103004467,1.2973868237026374
688256.SH,2026-02-11,2026-02-11,1.0,55273.11,5983828.108,730.2038626609442,739.6727467811158,719.5547210300429,723.5112660944206,738.2644849785408,-14.753218884120201,-1.998364974112094
688256.SH,2026-02-12,2026-02-12,1.0,86857.14,9502364.159,724.2355150214592,751.0729613733905,711.7288090128754,746.0434549356223,723.5112660944206,22.532188841201673,3.114283066085822
688256.SH,2026-02-13,2026-02-13,1.0,70569.45,7918250.312,737.6609442060086,766.4967811158798,733.0405042918454,751.5289699570816,746.0434549356223,5.485515021459264,0.7352808988764094
688256.SH,2026-02-24,2026-02-24,1.0,81877.09,8894584.851,761.9769313304721,765.8261802575107,717.6770386266095,718.5823497854077,751.5289699570816,-32.946620171673885,-4.383945461683987
688256.SH,2026-02-25,2026-02-25,1.0,57606.23,6266293.048,724.2422210300429,743.6963519313305,720.2253218884119,726.0260193133047,718.5823497854077,7.443669527896986,1.0358825999720018
688256.SH,2026-02-26,2026-02-26,1.0,140838.47,16034677.283,734.4085300429185,797.2639484978541,716.6979613733905,783.7982832618025,726.0260193133047,57.772263948497766,7.957326929293851
688256.SH,2026-02-27,2026-02-27,1.0,121511.65,14322223.946,767.8513948497854,812.8487124463518,765.3768776824033,789.9678111587982,783.7982832618025,6.16952789699576,0.7871321013004858
688256.SH,2026-03-02,2026-03-02,1.0,88219.75,10389211.104,771.1909871244635,810.4546673819742,766.5370171673819,799.2891630901288,789.9678111587982,9.321351931330582,1.1799660441426285
688256.SH,2026-03-03,2026-03-03,1.0,75371.16,8732618.337,802.7092274678112,803.9699570815451,757.7722639484978,759.8243025751073,799.2891630901288,-39.46486051502154,-4.9374947562715095
688256.SH,2026-03-04,2026-03-04,1.0,58986.95,6656512.148,752.4141630901287,776.5625,744.3669527896996,749.1148068669527,759.8243025751073,-10.709495708154577,-1.4094700145624737
