ts_code,trade_date,date,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor,qfq_open,qfq_high,qfq_low,qfq_close,qfq_pre_close,qfq_change,qfq_pct_chg
688256.SH,2025-07-25,2025-07-25,599.53,698.01,599.53,673.3,600.23,73.07,12.1737,127392.73,8133258.858,1.0,402.0453326180257,468.08610515021456,402.0453326180257,451.5155579399141,402.5147532188841,49.00080472103002,12.173666761074916
688256.SH,2025-07-28,2025-07-28,673.0,688.7,654.02,679.0,673.3,5.7,0.8466,95079.83,6379660.931,1.0,451.3143776824034,461.84281115879827,438.5863733905579,455.337982832618,451.5155579399141,3.822424892703907,0.8465765631962078
688256.SH,2025-07-29,2025-07-29,676.0,718.0,673.0,710.78,679.0,31.78,4.6804,114103.81,7988279.23,1.0,453.3261802575107,481.49141630901283,451.3143776824034,476.64967811158795,455.337982832618,21.31169527896992,4.680412371134013
688256.SH,2025-07-30,2025-07-30,700.0,708.0,680.0,684.7,710.78,-26.08,-3.6692,76531.96,5304272.237,1.0,469.4206008583691,474.7854077253219,456.0085836909871,459.1604077253219,476.64967811158795,-17.48927038626607,-3.669208475196259
688256.SH,2025-07-31,2025-07-31,685.0,735.0,680.01,709.5,684.7,24.8,3.622,117690.78,8333907.585,1.0,459.3615879828326,492.8916309012875,456.01528969957076,475.7913090128755,459.1604077253219,16.630901287553627,3.6220242441945336
688256.SH,2025-08-01,2025-08-01,700.0,716.0,680.0,689.1,709.5,-20.4,-2.8753,71835.98,4998268.095,1.0,469.4206008583691,480.15021459227466,456.0085836909871,462.1110515021459,475.7913090128755,-13.680257510729575,-2.8752642706131
688256.SH,2025-08-04,2025-08-04,687.58,699.95,675.17,689.06,689.1,-0.04,-0.0058,57761.09,3987683.051,1.0,461.0917381974249,469.38707081545067,452.76958154506434,462.0842274678111,462.1110515021459,-0.0268240343348225,-0.005804672761585737
688256.SH,2025-08-05,2025-08-05,686.0,699.9,682.58,695.0,689.06,5.94,0.862,48788.23,3379825.557,1.0,460.0321888412017,469.35354077253214,457.7387339055794,466.0675965665236,462.0842274678111,3.983369098712501,0.8620439439236179
688256.SH,2025-08-06,2025-08-06,691.86,696.39,685.0,694.34,695.0,-0.66,-0.095,43399.78,2997970.928,1.0,463.96190987124464,466.99973175965664,459.3615879828326,465.625,466.0675965665236,-0.4425965665236049,-0.09496402877697836
688256.SH,2025-08-07,2025-08-07,700.51,731.0,686.01,703.0,694.34,8.66,1.2472,108244.28,7687346.63,1.0,469.76260729613733,490.2092274678111,460.0388948497854,471.4324034334764,465.625,5.807403433476395,1.2472275830284876
688256.SH,2025-08-08,2025-08-08,691.0,702.93,670.0,692.8,703.0,-10.2,-1.4509,65253.31,4496880.601,1.0,463.3851931330472,471.3854613733905,449.3025751072961,464.59227467811155,471.4324034334764,-6.840128755364844,-1.4509246088193535
688256.SH,2025-08-11,2025-08-11,692.5,711.8,690.61,707.4,692.8,14.6,2.1074,55594.27,3916076.012,1.0,464.39109442060084,477.3336909871244,463.12365879828326,474.3830472103004,464.59227467811155,9.79077253218884,2.107390300230947
