trade_date,ts_code,open,close,high,low,volume,amount,amplitude_pct,pct_change,price_change,turnover_rate,stock_name
2015-01-05,600760,51.79000000,50.93000000,52.66000000,49.21000000,111210.84000000,,6.77400353,,,,中航沈飞
2015-01-06,600760,50.78000000,55.19000000,56.05000000,49.46000000,224968.78000000,,11.94056894,8.36442176,4.26000000,,中航沈飞
2015-01-07,600760,54.79000000,54.23000000,54.79000000,53.26000000,117527.38000000,,2.82131661,-1.73944555,-0.96000000,,中航沈飞
2015-01-08,600760,54.03000000,53.97000000,55.09000000,53.67000000,97090.54000000,,2.63109135,-0.47943942,-0.26000000,,中航沈飞
2015-01-09,600760,53.77000000,52.86000000,54.79000000,52.56000000,85876.88000000,,4.21869088,-2.05669817,-1.11000000,,中航沈飞
2015-01-12,600760,52.25000000,50.48000000,52.61000000,50.38000000,83684.32000000,,4.41759113,-4.50245933,-2.38000000,,中航沈飞
2015-01-13,600760,50.48000000,51.08000000,52.50000000,50.48000000,59208.50000000,,3.95458105,1.18858954,0.60000000,,中航沈飞
2015-01-14,600760,50.83000000,53.26000000,53.92000000,50.63000000,114906.60000000,,6.17724371,4.26781519,2.18000000,,中航沈飞
2015-01-15,600760,53.01000000,53.21000000,54.68000000,52.56000000,113279.63000000,,3.98421349,-0.09387908,-0.05000000,,中航沈飞
2015-01-16,600760,53.21000000,53.52000000,54.23000000,53.06000000,76831.77000000,,2.18609865,0.58259726,0.31000000,,中航沈飞
2015-01-19,600760,53.11000000,51.14000000,54.94000000,49.82000000,127404.51000000,,10.01173250,-4.44693572,-2.38000000,,中航沈飞
2015-01-20,600760,51.24000000,52.66000000,52.91000000,51.24000000,79651.88000000,,3.17128750,2.97223309,1.52000000,,中航沈飞
2015-01-21,600760,52.71000000,54.48000000,55.04000000,52.50000000,142963.16000000,,4.66226138,3.45613369,1.82000000,,中航沈飞
2015-01-22,600760,55.04000000,58.64000000,60.11000000,53.87000000,313883.34000000,,10.64120055,7.63582966,4.16000000,,中航沈飞
2015-01-23,600760,58.59000000,56.86000000,58.59000000,56.66000000,206313.22000000,,3.39430179,-3.03547067,-1.78000000,,中航沈飞
2015-01-26,600760,57.32000000,57.52000000,58.84000000,56.81000000,123337.40000000,,3.52920723,1.16074569,0.66000000,,中航沈飞
2015-01-27,600760,57.68000000,59.81000000,60.11000000,57.27000000,248453.01000000,,4.74836984,3.98122392,2.29000000,,中航沈飞
2015-01-28,600760,59.75000000,58.44000000,59.75000000,58.28000000,127123.19000000,,2.51540041,-2.29058686,-1.37000000,,中航沈飞
2015-01-29,600760,57.73000000,56.41000000,57.73000000,56.31000000,108623.35000000,,2.51728417,-3.47364819,-2.03000000,,中航沈飞
2015-01-30,600760,55.29000000,55.09000000,56.26000000,54.33000000,118020.57000000,,3.50335814,-2.34001064,-1.32000000,,中航沈飞
