parameter,momentum_window,trend_window,top_n,stop_loss,development_cumulative_return,development_annualized_return,development_annualized_volatility,development_sharpe_ratio,development_max_drawdown,development_excess_return,development_annual_turnover,development_average_exposure,development_trade_orders,validation_cumulative_return,validation_annualized_return,validation_annualized_volatility,validation_sharpe_ratio,validation_max_drawdown,validation_excess_return,validation_annual_turnover,validation_average_exposure,validation_trade_orders,paper_cumulative_return,paper_annualized_return,paper_annualized_volatility,paper_sharpe_ratio,paper_max_drawdown,paper_excess_return,paper_annual_turnover,paper_average_exposure,paper_trade_orders,shortlisted,selected
M20/T120/N2/S12,20,120,2,0.12,0.5010971058071605,0.1112964111651249,0.24683777694774206,0.5497319103477359,-0.2484739637368244,-0.4645605697484312,11.287131594690868,0.40955879301310144,121,0.04718820087109932,0.02424677992208557,0.21763544456491696,0.21920478588543735,-0.2626107659892081,-0.6109926123107414,15.143533159004143,0.5968668123137404,80,0.17907279550402166,0.3976196566619037,0.30639405480291465,1.2444705373636902,-0.14930942132336233,0.10317539596176939,18.87268429592967,0.5721145007218165,25,True,False
M120/T120/N4/S16,120,120,4,0.16,-0.09057748590033399,-0.024364522618263385,0.2511661458942133,0.027389642439926528,-0.6268352999899118,-1.0562351614559256,10.116641716369713,0.5738195678003858,198,0.04450530398913055,0.022882478994188382,0.1862715880495444,0.2143962982217235,-0.17330950452794647,-0.6136755091927102,9.430112524913088,0.7012588581970695,112,-0.05886051119107616,-0.11598807972840952,0.24463611638209948,-0.382642567006141,-0.1707889412534671,-0.13475791073332843,14.115020803433454,0.6044884631593087,35,False,False
M120/T60/N3/S8,120,60,3,0.08,0.3024337020708865,0.07105753706896856,0.19460493044227012,0.4489576019607605,-0.5035097077169093,-0.6632239734847052,14.140269600867986,0.33166201342086854,187,0.04286982423105945,0.022049982324207518,0.19360674806943187,0.20835702226923822,-0.1971397959209732,-0.6153109889507813,14.805584339740532,0.524611524258619,107,0.0757054552143901,0.159869448154631,0.27227260267242437,0.6798624026288721,-0.15619329733526066,-0.0001919443278621813,21.610560890799245,0.4744153030488664,36,True,False
M60/T120/N3/S16,60,120,3,0.16,1.0422966110903396,0.20383495724153167,0.2820308528859139,0.798241765862578,-0.4386650816868013,0.07663893553474788,11.273811617316946,0.6156403913448208,173,0.038548794163429045,0.019847456367203087,0.21675900420354102,0.19947470686793625,-0.2260648179588559,-0.6196320190184117,11.673503648860157,0.7503751245069418,97,-0.28148196999131303,-0.48920775139923134,0.24296799305650077,-2.6393935249150537,-0.3195057444245446,-0.3573793695335653,15.87575849173416,0.6618374369003958,32,True,False
M120/T120/N2/S12,120,120,2,0.12,0.018904824325943537,0.00487736498929614,0.2603821768278082,0.14737499190640516,-0.6616946689238825,-0.9467528512296481,12.11482815404883,0.42655550344030047,136,0.036212280940030483,0.018654649166259363,0.2050326457310687,0.19299555801502888,-0.20947517713338049,-0.6219685322418103,9.968941454319264,0.5774118178046438,62,-0.17684040639907195,-0.3266486006428114,0.23282951381947692,-1.5806497859598043,-0.19337485394187337,-0.2527378059413242,17.113281827879025,0.5404306433345532,24,False,False
M60/T60/N2/S16,60,60,2,0.16,0.9245547784919876,0.18540634413850388,0.2642443180928217,0.7748491907398899,-0.436323035314618,-0.04110289706360404,9.360410299756014,0.526795783939216,117,0.01891233332460529,0.009782385297414153,0.21759438771315198,0.1540118593753564,-0.24476394573495763,-0.6392684798572354,9.605068125039304,0.684944624749117,62,-0.13657943598579536,-0.2580281415027126,0.283478183616828,-0.910429739573037,-0.2601489735626219,-0.21247683552804764,14.64091538694403,0.6830218613495703,24,True,False
M120/T200/N4/S8,120,200,4,0.08,0.2038892797023213,0.0493874994828154,0.18268648234957985,0.35461292532574085,-0.5146167326648949,-0.7617683958532704,14.728690103456163,0.35024224772599366,252,0.02240435115324635,0.01157905877229326,0.16122543392158437,0.15194304433799175,-0.1557130303742913,-0.6357764620285944,14.128607953750313,0.5327575903651438,140,0.008041176325001675,0.016409574181241338,0.2087338299721947,0.18165717150987565,-0.15628859550426666,-0.0678562232172506,19.608404248206863,0.4983221566867224,43,True,False
M120/T60/N2/S8,120,60,2,0.08,0.04169292825587023,0.010668356673648072,0.20001367982364746,0.15172471883245375,-0.5808993468746706,-0.9239647472997214,13.46508803476576,0.2733458692182281,138,0.0035998027022552392,0.0018687984805911828,0.21117210669278647,0.11330191514355269,-0.26384735646160595,-0.6545810104795855,13.74383186806396,0.4498233466664724,74,-0.1242885967435986,-0.23640568290522823,0.22202282586712818,-1.102318813069806,-0.16829091434305155,-0.20018599628585088,20.071886980071934,0.409872697355386,28,False,False
M60/T200/N2/S16,60,200,2,0.16,0.956068953705024,0.1904188697716962,0.26526473710214965,0.7888779586352482,-0.48760782663508817,-0.009588721850567694,9.353012869567252,0.5378434439385243,118,-0.002046694965013418,-0.0010639607290255926,0.21718120320431683,0.10423358561766558,-0.24374759376028732,-0.6602275081468542,10.370838867113893,0.6786682225388657,65,-0.13966356675887848,-0.26340434017011694,0.2812462949942831,-0.9457344660900636,-0.26021984931268627,-0.21556096630113075,14.562351576546568,0.6805877522249582,24,True,False
M60/T120/N2/S16,60,120,2,0.16,1.0461234802968016,0.20442058222796677,0.27046146639075597,0.8221109812029569,-0.4622650349790669,0.0804658047412099,9.78422133708113,0.5521399157649939,123,-0.00267609534195401,-0.0013913610275957389,0.21651231716225577,0.1023493752673575,-0.2442347484819477,-0.6608569085237948,10.405747793081739,0.6791841617527175,66,-0.14059057830338673,-0.26501640777701396,0.28221009268816477,-0.9492086095879594,-0.25926372429897304,-0.216487977845639,14.551982629286814,0.6773897651388263,24,True,False
M120/T120/N3/S8,120,120,3,0.08,-0.0483879257055706,-0.012802545978802482,0.20329339984601408,0.03732531906950972,-0.6534232178762123,-1.0140456012611623,15.269468110698732,0.34746529578966073,202,0.0030264632794716473,0.0015713714054714778,0.16106955869368136,0.09037362223308947,-0.1623548574721182,-0.6551543499023691,14.68428013509292,0.5126140578733437,108,0.11790252770106924,0.25420721169982685,0.25991494788581654,1.0000070668871313,-0.16319766141491332,0.04200512815881696,18.623818363698568,0.4762274082280304,35,False,False
M120/T60/N3/S12,120,60,3,0.12,0.19488071739913093,0.04734180885929917,0.24269345810151166,0.3109903475052636,-0.5279470160628579,-0.7707769581564607,12.042055823814403,0.4736820810532079,171,-0.008094821974022226,-0.004214180386243105,0.21023346186809988,0.08390743685936407,-0.26215790827076746,-0.666275635155863,13.117439228789243,0.6250584458824495,100,0.026021113417037167,0.0535920285216005,0.2771290602062824,0.32587646895643896,-0.1715413960210861,-0.04987628612521511,17.66101044985381,0.5383813648686524,30,True,False
M60/T200/N4/S12,60,200,4,0.12,-0.12343403023583122,-0.03364701022447669,0.21407244092572209,-0.0531217398423347,-0.5238108809282265,-1.089091705791423,12.434885625421227,0.47480659910407214,223,-0.04420989472742243,-0.02322032616678016,0.18389796724885127,-0.03521819237357978,-0.23643669054184735,-0.7023907079092632,12.713362887028154,0.6544729215340457,130,-0.24775834601146196,-0.439305515076736,0.22686065493023103,-2.4333465625383592,-0.2822714493433177,-0.32365574555371424,18.02245420681649,0.5838778799605815,36,False,False
M60/T60/N4/S12,60,60,4,0.12,0.0584592877120389,0.014869483295103514,0.2163682133114861,0.1759179089441116,-0.44203145971122226,-0.9071983878435528,12.650055455562164,0.4812363473161381,224,-0.04793118714158873,-0.025198176557274965,0.18738987123662867,-0.042012918251642876,-0.22778108854200485,-0.7061120003234295,12.543432850346237,0.6619289192444343,123,-0.23037448615108647,-0.4126587428019347,0.22094847588579844,-2.294757888940125,-0.26919556909005626,-0.30627188569333874,17.856294472701286,0.5602621514755578,35,True,False
M60/T120/N4/S12,60,120,4,0.12,-0.11604843983471969,-0.03153830719832906,0.21862059268314377,-0.037573632187311495,-0.5204282742754611,-1.0817061153903114,13.064889053457227,0.49769353199063554,237,-0.04732597594773502,-0.024876256935001728,0.1845030654030211,-0.043708882249465654,-0.2392891413828787,-0.7055067891295758,12.631674880416838,0.6593853327008725,133,-0.24415909396599822,-0.43383999800213746,0.22649823105388567,-2.39500853733935,-0.2795963788082029,-0.3200564935082505,18.81248257951797,0.5891131147617371,37,False,False
M120/T60/N4/S8,120,60,4,0.08,0.26504154003255165,0.0629826890685723,0.18477073334627211,0.4222108940519911,-0.4543654320920637,-0.70061613552304,13.945650567045124,0.34992066513848524,222,-0.03876114040455236,-0.02033099936059868,0.1631596618007503,-0.04427553409214801,-0.14855879317514942,-0.6969419535863931,14.379390263401078,0.5290844949067098,134,-0.028979909733042764,-0.05801402239998055,0.2407880251264078,-0.1278294081674248,-0.15001545445996145,-0.10487730927529504,22.479526385269025,0.4720643929984071,39,True,False
M120/T60/N4/S12,120,60,4,0.12,-0.030765702411345908,-0.008085407569484726,0.22022673747643512,0.0727870469722884,-0.4639780194457206,-0.9964233779669376,11.523209140885562,0.46444736487490895,203,-0.05982270988733662,-0.0315434941672067,0.1878233643310815,-0.07719892942675305,-0.19894196618534943,-0.7180035230691774,12.14309968704457,0.6361669471514503,123,-0.05093080736638156,-0.10078524245478426,0.24699463767080057,-0.30664584049875626,-0.15866914802102783,-0.12682820690863383,18.458537175587185,0.5367240947289695,33,True,False
M60/T200/N3/S12,60,200,3,0.12,0.27458065443637447,0.0650592746889469,0.24627775761145765,0.3781551332072078,-0.47227288639802534,-0.6910770211192172,12.446286710094322,0.48410894854225106,177,-0.06983931715824554,-0.03691833593301952,0.20187282963454756,-0.08469041101489518,-0.2750078787298502,-0.7280201303400863,12.960359391956505,0.666959112600686,103,-0.24997116868615898,-0.44265235176224516,0.22717580448428898,-2.4560938854297674,-0.28409804697378116,-0.32586856822841126,17.21307041498515,0.5527619500104025,32,True,False
M60/T120/N3/S12,60,120,3,0.12,0.27769902132196056,0.06573562174464787,0.2522860246585942,0.3775773884210076,-0.4709513091759038,-0.6879586542336311,13.16498959990251,0.5140688185704891,186,-0.09099443471004964,-0.04836219218972371,0.20539752576363568,-0.1379622935415006,-0.2758162355303616,-0.7491752478918904,13.29522946834597,0.6712012179022047,103,-0.24462609530270873,-0.4345506668134632,0.22761416069238408,-2.387751827448778,-0.28036372722801584,-0.320523494844961,17.064060975876494,0.5552583909875402,31,True,False
M60/T60/N2/S12,60,60,2,0.12,0.4930728259951793,0.10975002827804459,0.24570713491616136,0.5454355319274113,-0.46571275780206034,-0.47258484956041236,11.43255773788261,0.4395821077373641,128,-0.09384456483288972,-0.04991370765604786,0.20510851888836187,-0.14641951769559908,-0.3072500290216298,-0.7520253780147305,12.005291303519062,0.6044932002195097,72,-0.10430646999328141,-0.20057885693454203,0.26292023486216004,-0.7193513096978683,-0.22952575226137484,-0.1802038695355337,14.53828133894652,0.5519705485325487,24,False,False
M60/T200/N2/S12,60,200,2,0.12,0.23859563176882048,0.05716437777930361,0.2426718303339455,0.34923361405180237,-0.5278576344055722,-0.7270620437867712,11.376650234623725,0.4379511498468787,129,-0.10232076494378961,-0.05454177420885642,0.20422130328412086,-0.17186625873794464,-0.2981457975804912,-0.7605015781256304,12.76084335496921,0.5982278891938079,72,-0.09464625756385137,-0.18295938782778542,0.26582148152415863,-0.6266519155162789,-0.2314390652855799,-0.17054365710610364,14.656077331252321,0.5546904686731831,23,True,False
M60/T200/N3/S8,60,200,3,0.08,0.09902648091115407,0.024834331096911244,0.21058312328506187,0.22083283853922428,-0.5280623630492818,-0.8666311946444376,14.791341968108283,0.3456941717780956,196,-0.08565914012560327,-0.04546410535134038,0.17327612941954018,-0.18119963120946872,-0.3160764326022445,-0.743839953307444,15.030222007173663,0.5309763572819793,109,-0.19350805769159463,-0.3540674603479972,0.19957358387778143,-2.0879326965066176,-0.23109148259275025,-0.2694054572338469,19.780122543613263,0.4273393954645293,36,False,False
M60/T120/N2/S12,60,120,2,0.12,0.22307490456641466,0.05370675165366445,0.24924455250756744,0.3333516487960511,-0.5352975286785182,-0.742582770989177,12.090723791698133,0.45669811304448954,138,-0.10607806964763311,-0.05660000327968684,0.20415030770199663,-0.18259349997144572,-0.2993556480823901,-0.7642588828294739,12.75903275987526,0.5966662229503688,72,-0.1095091192091191,-0.2099872559907101,0.2653243699697789,-0.7548339872276166,-0.23049166777559849,-0.18540651875137137,14.48674171104566,0.5494753844439769,23,True,False
M60/T120/N2/S8,60,120,2,0.08,0.13438215699324352,0.033299335168438304,0.21478698530763551,0.25872186975735917,-0.5097363373046626,-0.8312755185623482,14.054082283258278,0.33677193174694336,146,-0.09253082033659243,-0.04919825829091662,0.18196082755590903,-0.18600265028863058,-0.29775634936102946,-0.7507116335184332,13.918809184450875,0.49016883783837983,76,-0.21004410428625775,-0.38069789607623816,0.20685542732544565,-2.2100194385667704,-0.25035946470346304,-0.28594150382851,20.11265603151909,0.36671527849399,27,True,False
M120/T120/N4/S12,120,120,4,0.12,-0.29156032465192816,-0.08565601343196272,0.22615491594765602,-0.28306813491255356,-0.6272535130964273,-1.2572180002075197,12.56983549280599,0.47396232294697194,223,-0.08245741421568376,-0.043728854483688684,0.16562541264843308,-0.18694940416797856,-0.21078447770136055,-0.7406382273975245,11.383579240131287,0.6145567586668722,126,-0.02928957882051819,-0.0586244321222551,0.21686341171484144,-0.17101676932259033,-0.1623698602035225,-0.10518697836277047,14.828055177601252,0.5381700458538571,37,False,False
M60/T200/N2/S8,60,200,2,0.08,0.123113341124931,0.03062277590594875,0.20919516822157125,0.24760658974770258,-0.5133990138210065,-0.8425443344306607,13.475202693351726,0.3165032430442501,139,-0.09922107870770325,-0.05284689813748755,0.18338642077984002,-0.20411832913068478,-0.296800960715093,-0.757401891889544,14.2469214186899,0.4839633782754944,75,-0.2072347991655913,-0.3762138101694431,0.20892514331189643,-2.1516788291641147,-0.24751615845314667,-0.28313219870784356,20.254285841085533,0.3720488195536372,28,True,False
M60/T60/N2/S8,60,60,2,0.08,0.2914954438050743,0.06871337005837885,0.21093944898166833,0.4193405585367726,-0.4763791869661649,-0.6741622317505174,13.498014028643427,0.32053047257281103,139,-0.10103192146463469,-0.053836707111142634,0.18100650941491794,-0.21501698063781444,-0.3110499543311659,-0.7592127346464754,13.118881386148342,0.48391253212960517,72,-0.21241065324621,-0.3844625239003091,0.20976163516818414,-2.2054029710939793,-0.25323047284705036,-0.2883080527884623,20.287650060334883,0.36834572418556966,28,False,False
M60/T60/N3/S12,60,60,3,0.12,0.5971381391043542,0.12934626183571285,0.24838724950469032,0.613010644199522,-0.37237473739793725,-0.3685195364512375,12.905608273073753,0.49689727066961964,180,-0.12702737332530478,-0.06815290607697955,0.2087673163241135,-0.23309614223327174,-0.2758209712424019,-0.7852081865071455,13.216946612892752,0.6649864144360847,101,-0.24633827521012874,-0.4371523332126208,0.23069352907409657,-2.3727085297702746,-0.2852916412694563,-0.322235674752381,18.205032460827038,0.5651167740335914,32,True,False
M120/T120/N2/S8,120,120,2,0.08,-0.22372330555722686,-0.063674223447029,0.20787584897426523,-0.21373668484620995,-0.6680804960594044,-1.1893809811128184,14.435299437146929,0.28442076738506683,150,-0.11369084263664919,-0.0607830161903431,0.18060528610815504,-0.2561795279428406,-0.20929930181415823,-0.7718716558184899,12.498029280117356,0.43003274423499277,71,-0.12685143959787248,-0.24094035659058177,0.19319627509792006,-1.3288935260015167,-0.14158432834624246,-0.20274883914012476,17.64640721255678,0.3139868141323147,24,False,False
M120/T120/N4/S8,120,120,4,0.08,-0.07741148597882863,-0.02071454046301413,0.18879098878123243,-0.017072552539752903,-0.6307157494204476,-1.0430691615344203,15.307052863958575,0.3566127341341263,247,-0.09410028329038933,-0.0500530267602034,0.1458827844997671,-0.27870016708099454,-0.20049716339539547,-0.7522810964722301,14.294300743975475,0.5206947308635859,139,0.008657741224169513,0.017673394136224374,0.2171669602767098,0.18863452453020127,-0.15594552734847567,-0.06723965831808276,18.865668023801533,0.48253280868200915,42,False,False
M60/T120/N3/S8,60,120,3,0.08,0.09050479896463504,0.022763952471665405,0.21467844001068534,0.21121961217883525,-0.5318086884640375,-0.8751528765909566,15.444310701495251,0.3768302840259805,208,-0.12693969414473838,-0.06810427780507355,0.173825880819634,-0.3180875849659838,-0.32216374385233193,-0.7851205073265791,15.415623396680571,0.5296188001374703,110,-0.19259681380443727,-0.3525833923179764,0.20356083295100175,-2.031742623172116,-0.23166598537616612,-0.26849421334668955,20.112566065085577,0.436102559210698,36,False,False
M60/T60/N3/S8,60,60,3,0.08,0.42210098583965694,0.09579769281114658,0.20908933949266065,0.541097048878425,-0.4292890274882536,-0.5435566897159347,14.662765108645512,0.3603269155793462,197,-0.14363153805416184,-0.07740453709125217,0.17741117581986096,-0.36470587981866576,-0.3095284734436773,-0.8018123512360026,15.235025283011295,0.5190660931335144,106,-0.1980819312231008,-0.36149042024676303,0.20575024847225354,-2.0750986707269,-0.2392584785698335,-0.2739793307653531,21.348736340268733,0.44203457145084596,37,False,False
M60/T60/N4/S8,60,60,4,0.08,0.15919496056177707,0.03912419678310397,0.18131649490350024,0.3017078416193313,-0.4755648642339775,-0.8064627149938146,14.734172183432554,0.3540126580157959,249,-0.15394091565396972,-0.08319220279897332,0.15861935680244077,-0.4675343680530206,-0.27305582793913086,-0.8121217288358105,15.601478116296176,0.5456394489968488,137,-0.1920951255297879,-0.35176559545327934,0.19608446240921446,-2.1104540207479627,-0.23308227626768574,-0.2679925250720402,20.702909388995938,0.47349130423987257,40,True,False
M60/T200/N4/S8,60,200,4,0.08,-0.0161845580741361,-0.0042300728302921975,0.1793004128922947,0.06553442597365805,-0.543588136180075,-0.9818422336297278,14.779993534579567,0.3426459997576893,247,-0.17797541305995457,-0.09681815540175942,0.1551126372700184,-0.5780858487731817,-0.30979332839656504,-0.8361562262417953,15.752900836312126,0.547252504277072,144,-0.22052277068458537,-0.3972785416411968,0.20314019358917007,-2.387450296346753,-0.2548132345391525,-0.29642017022683764,19.995440635496827,0.4538880148668603,40,False,False
M60/T120/N4/S8,60,120,4,0.08,-0.07027154695837445,-0.01875125055264759,0.18498364664410868,-0.010337098268813091,-0.5665814850141191,-1.0359292225139662,15.461181778433554,0.36844160822137584,261,-0.18764760375400835,-0.1023555686466554,0.15363893347429852,-0.6251007939340075,-0.31013606058395704,-0.8458284169358491,15.58862713660053,0.5433203922073099,146,-0.2006432589217262,-0.365628176580414,0.18867820526174695,-2.315339652189728,-0.23632239527163668,-0.27654065846397846,19.834083724217937,0.42487165407620064,40,False,False
