trade_date,symbol,side,quantity,execution_price,gross_value,fee,reason,realized_return,holding_days
2024-04-01,600036.SH,sell,21300,26.16381,557289.153,445.83132240000003,rebalance_exit,0.0077066478079070855,31
2024-04-01,002371.SZ,buy,1000,226.24902299999997,226249.02299999996,67.87470689999998,rebalance_add,,0
2024-04-01,300750.SZ,buy,1500,175.4753,263212.95,78.96388499999999,rebalance_entry,,0
2024-04-01,000425.SZ,buy,79700,5.851845999999999,466392.12619999994,139.91763785999996,rebalance_entry,,0
2024-05-06,002371.SZ,sell,400,236.971791,94788.7164,75.83097312000001,rebalance_reduce,0.09569385339294034,66
2024-05-06,000425.SZ,sell,23200,6.539454,151715.3328,121.37226623999999,rebalance_reduce,0.11716760013410288,35
2024-05-06,300750.SZ,buy,1100,197.52732999999998,217280.06299999997,65.18401889999998,rebalance_add,,0
2024-05-27,002371.SZ,sell,2200,210.235554,462518.21880000003,370.01457504000007,trailing_stop,-0.027927318646717714,87
2024-06-03,000425.SZ,sell,6600,6.6093839999999995,43621.9344,34.897547519999996,rebalance_reduce,0.12911409142792896,63
2024-06-03,300750.SZ,buy,600,184.27408999999997,110564.45399999998,33.16933619999999,rebalance_add,,0
2024-06-03,002594.SZ,buy,5700,74.05398,422107.686,126.63230579999998,rebalance_entry,,0
2024-06-04,000425.SZ,sell,49900,6.6093839999999995,329808.26159999997,263.84660927999994,trailing_stop,0.12911409142792896,64
2024-06-13,300750.SZ,sell,3200,173.15667000000002,554101.344,443.28107520000003,trailing_stop,-0.06280658924326754,73
2024-07-01,002594.SZ,buy,300,81.14106,24342.318,7.302695399999999,rebalance_add,,0
2024-07-01,600031.SH,buy,32100,15.809793999999998,507494.38739999995,152.24831621999996,rebalance_entry,,0
2024-07-01,000425.SZ,buy,56200,6.5225159999999995,366565.3992,109.96961975999999,rebalance_entry,,0
2024-08-01,600031.SH,sell,32100,15.408576,494615.2896,395.69223168,rebalance_exit,-0.025670112238278642,31
2024-08-01,000425.SZ,sell,56200,6.269724,352358.4888,281.88679104,rebalance_exit,-0.03904510975428366,31
2024-08-01,600584.SH,buy,10200,33.583549999999995,342552.20999999996,102.76566299999998,rebalance_entry,,0
2024-08-01,002594.SZ,buy,600,81.42134,48852.804000000004,14.6558412,rebalance_add,,0
2024-08-01,002371.SZ,buy,1800,253.50625299999996,456311.2553999999,136.89337661999997,rebalance_entry,,0
2024-08-05,002594.SZ,sell,6600,75.54438,498592.90800000005,398.87432640000003,trailing_stop,0.0063407009546045945,63
2024-08-06,600584.SH,sell,10200,30.21975,308241.45,246.59316,trailing_stop,-0.10043200334801372,5
2024-08-23,002371.SZ,sell,1800,224.191584,403544.85120000003,322.83588096000005,trailing_stop,-0.11590209691596343,22
2024-09-02,600584.SH,buy,8500,32.312279999999994,274654.37999999995,82.39631399999998,rebalance_entry,,0
2024-09-02,002594.SZ,buy,4900,81.43134999999998,399013.61499999993,119.70408449999996,rebalance_entry,,0
2024-09-02,600031.SH,buy,35000,15.509493999999998,542832.2899999999,162.84968699999996,rebalance_entry,,0
2024-09-19,600584.SH,sell,8500,27.792180000000002,236233.53000000003,188.986824,trailing_stop,-0.14014594926306512,17
2024-10-08,600031.SH,sell,35000,20.073906,702586.7100000001,562.069368,rebalance_exit,0.29390975839119626,36
2024-10-08,300750.SZ,buy,1600,282.61232999999993,452179.7279999999,135.65391839999995,rebalance_entry,,0
2024-10-08,000858.SZ,buy,2200,170.61043999999998,375342.96799999994,112.60289039999996,rebalance_entry,,0
2024-10-08,002594.SZ,buy,600,111.47135999999999,66882.81599999999,20.064844799999996,rebalance_add,,0
2024-10-10,000858.SZ,sell,2200,139.21065,306263.43,245.010744,trailing_stop,-0.18428849178162277,2
2024-10-10,300750.SZ,sell,1600,241.08867,385741.87200000003,308.59349760000003,trailing_stop,-0.1471838292035138,2
2024-10-17,002594.SZ,sell,5500,96.08382,528461.01,422.768808,trailing_stop,0.13394841447975558,45
2024-11-01,300750.SZ,buy,1000,233.09286,233092.86000000002,69.927858,rebalance_entry,,0
