trade_date,symbol,shares,close,market_value,weight
2025-10-17,000425.SZ,56000,10.951,613256.0,0.37439939373580283
2025-10-20,000425.SZ,56000,10.801,604856.0,0.3711745943938531
2025-11-03,600031.SH,29300,21.88,641084.0,0.3959295877094746
2025-11-03,000425.SZ,62400,10.431,650894.3999999999,0.4019884312108956
2025-11-04,600031.SH,29300,21.71,636103.0,0.39224603467114194
2025-11-04,000425.SZ,62400,10.551,658382.4,0.4059843857005385
2025-11-05,600031.SH,29300,21.82,639326.0,0.3928480607029891
2025-11-05,000425.SZ,62400,10.591,660878.3999999999,0.40609141158109363
2025-11-06,600031.SH,29300,21.99,644307.0,0.3939477382203017
2025-11-06,000425.SZ,62400,10.641,663998.4,0.40598762369786323
2025-11-07,600031.SH,29300,22.13,648409.0,0.3971264720297352
2025-11-07,000425.SZ,62400,10.531,657134.4,0.40247045602602194
2025-11-10,600031.SH,29300,21.13,619109.0,0.39036371250171553
2025-11-10,000425.SZ,62400,10.251,639662.4,0.4033231453778856
2025-11-11,600031.SH,29300,20.91,612663.0,0.38879739088961657
2025-11-11,000425.SZ,62400,10.191,635918.4,0.403555322809929
2025-11-12,600031.SH,29300,20.65,605045.0,0.38598182658266766
2025-11-12,000425.SZ,62400,10.181,635294.3999999999,0.4052790997855364
2025-11-13,600031.SH,29300,20.89,612077.0,0.38965050500434983
2025-11-13,000425.SZ,62400,10.121,631550.4,0.4020473441996663
2025-11-14,600031.SH,29300,20.66,605338.0,0.38982013291349976
2025-11-14,000425.SZ,62400,9.941,620318.4,0.39946707647081386
2025-11-17,600031.SH,29300,20.57,602701.0,0.3892187950924398
2025-12-01,000001.SZ,55000,11.31757298860497,622466.5143732734,0.3978628844375137
2025-12-01,600036.SH,13500,41.42,559170.0,0.35740555347771624
2025-12-01,002371.SZ,500,445.698,222849.0,0.14243873989476472
2025-12-02,000001.SZ,55000,11.269165918508287,619804.1255179557,0.39872560188394834
2025-12-02,600036.SH,13500,41.36,558360.0,0.3591980399967049
2025-12-02,002371.SZ,500,432.518,216259.0,0.13912137139416758
2025-12-03,000001.SZ,55000,11.182033192334254,615011.825578384,0.3980760774070541
2025-12-03,600036.SH,13500,40.99,553365.0,0.35817419993053345
2025-12-03,002371.SZ,500,433.088,216544.0,0.1401615099432697
2025-12-04,000001.SZ,55000,11.12394470821823,611816.9589520027,0.3940670626582909
2025-12-04,600036.SH,13500,41.2,556200.0,0.35824456488747997
2025-12-04,002371.SZ,500,449.028,224514.0,0.14460791125700767
2025-12-05,000001.SZ,55000,11.162670364295575,613946.8700362566,0.3940202839381363
2025-12-05,600036.SH,13500,41.43,559305.0,0.35895209449476456
2025-12-05,002371.SZ,500,449.738,224869.0,0.14431696218868634
2025-12-08,000001.SZ,55000,11.152988950276242,613414.3922651933,0.3931556095665418
2025-12-08,600036.SH,13500,41.16,555660.0,0.3561390941693114
2025-12-08,002371.SZ,500,462.238,231119.0,0.14813107170808962
2025-12-09,000001.SZ,55000,11.065856224102207,608622.0923256214,0.39246171704434607
2025-12-09,600036.SH,13500,41.02,553770.0,0.3570910878656883
2025-12-09,002371.SZ,500,456.698,228349.0,0.14724776138657214
2025-12-10,000001.SZ,55000,10.96904208390884,603297.3146149862,0.3948536646256833
2025-12-10,600036.SH,13500,39.68,535680.0,0.35059862847503526
2025-12-10,002371.SZ,500,457.768,228884.0,0.14980289814792408
2025-12-11,000001.SZ,55000,11.007767739986186,605427.2256992402,0.39646955975723863
2025-12-11,600036.SH,13500,39.66,535410.0,0.3506181386944679
2025-12-11,002371.SZ,500,452.338,226169.0,0.14810883960028595
2025-12-12,000001.SZ,55000,10.988404911947512,604362.2701571132,0.39557916112461
2025-12-12,600036.SH,13500,39.72,536220.0,0.3509773330540558
2025-12-12,002371.SZ,500,454.338,227169.0,0.14869115246084966
2025-12-15,000001.SZ,55000,11.143307536256904,612881.9144941297,0.3995134962477115
