trade_date,portfolio_value,strategy_return,strategy_nav,benchmark_return,benchmark_nav,exposure,cash_ratio,turnover,transaction_cost,holding_count
2019-04-15,1000000.0,0.0,1.0,-0.008003784601315345,1.7725763489161577,0.0,1.0,0.0,0.0,0
2019-04-16,1000000.0,0.0,1.0,0.04424590341817423,1.8510055908516416,0.0,1.0,0.0,0.0,0
2019-04-17,1000000.0,0.0,1.0,0.02206869447282922,1.8918548677036453,0.0,1.0,0.0,0.0,0
2019-04-18,1000000.0,0.0,1.0,-0.013082750672052511,1.8671042021617696,0.0,1.0,0.0,0.0,0
2019-04-19,1000000.0,0.0,1.0,0.0026029094117090644,1.871964105262218,0.0,1.0,0.0,0.0,0
2019-04-22,1000000.0,0.0,1.0,-0.031165059325849998,1.8136242328658592,0.0,1.0,0.0,0.0,0
2019-04-23,1000000.0,0.0,1.0,-0.004552251427480914,1.8053681593628814,0.0,1.0,0.0,0.0,0
2019-04-24,1000000.0,0.0,1.0,0.02184138616129161,1.8447999024948263,0.0,1.0,0.0,0.0,0
2019-04-25,1000000.0,0.0,1.0,-0.0370336105017792,1.7764803014521127,0.0,1.0,0.0,0.0,0
2019-04-26,1000000.0,0.0,1.0,-0.012230188734990433,1.7547536120813605,0.0,1.0,0.0,0.0,0
2019-04-29,1000000.0,0.0,1.0,0.008867565590139714,1.7703140048310266,0.0,1.0,0.0,0.0,0
2019-04-30,1000000.0,0.0,1.0,-0.010152523781545663,1.7523408497961763,0.0,1.0,0.0,0.0,0
2019-05-06,949953.6324976,-0.05004636750239999,0.9499536324976,-0.09407692345707304,1.587486013799199,0.8506478341215685,0.14935216587843148,0.8578650079999999,257.35950239999994,3
2019-05-07,951377.4776768001,0.0014988575552434824,0.9513774776768001,0.02410599705460862,1.625753946972075,0.5906929827394042,0.40930701726059576,0.2607769658700956,198.1808208,2
2019-05-08,941869.4776768001,-0.009993930088841196,0.9418694776768001,-0.008682512111280549,1.6116383186375278,0.5865611033098754,0.4134388966901245,0.0,0.0,2
2019-05-09,924946.4776768001,-0.01796745770097785,0.9249464776768,-0.021055228767766655,1.5777049051477159,0.578996745136135,0.42100325486386503,0.0,0.0,2
2019-05-10,936685.0374896002,0.012691069263038868,0.9366850374896002,0.06771987361495302,1.6845468819260108,0.0,1.0,0.592161543634081,438.1741872,0
2019-05-13,936685.0374896002,0.0,0.9366850374896002,-0.024691393584914213,1.6429530718521357,0.0,1.0,0.0,0.0,0
2019-05-14,936685.0374896002,0.0,0.9366850374896002,-0.00863032554269505,1.628773851990681,0.0,1.0,0.0,0.0,0
2019-05-15,936685.0374896002,0.0,0.9366850374896002,0.04327464142193316,1.6992584563929984,0.0,1.0,0.0,0.0,0
2019-05-16,936685.0374896002,0.0,0.9366850374896002,-0.0005576062706496466,1.6983109392222593,0.0,1.0,0.0,0.0,0
2019-05-17,936685.0374896002,0.0,0.9366850374896002,-0.029563382916685386,1.648103122614436,0.0,1.0,0.0,0.0,0
2019-05-20,936685.0374896002,0.0,0.9366850374896002,-0.00522290013860911,1.6394952445868909,0.0,1.0,0.0,0.0,0
2019-05-21,936685.0374896002,0.0,0.9366850374896002,0.016638173665419264,1.6667734511899568,0.0,1.0,0.0,0.0,0
2019-05-22,936685.0374896002,0.0,0.9366850374896002,-0.0018794736435468029,1.6636407944186817,0.0,1.0,0.0,0.0,0
2019-05-23,936685.0374896002,0.0,0.9366850374896002,-0.017968533290530286,1.6337476094206853,0.0,1.0,0.0,0.0,0
2019-05-24,936685.0374896002,0.0,0.9366850374896002,-0.002263535783636672,1.6300495632453307,0.0,1.0,0.0,0.0,0
2019-05-27,936685.0374896002,0.0,0.9366850374896002,0.031554630920882246,1.6814851755962825,0.0,1.0,0.0,0.0,0
2019-05-28,936685.0374896002,0.0,0.9366850374896002,0.028671666594666335,1.7296961579348529,0.0,1.0,0.0,0.0,0
2019-05-29,936685.0374896002,0.0,0.9366850374896002,-0.0011146628526281343,1.7277681298812693,0.0,1.0,0.0,0.0,0
2019-05-30,936685.0374896002,0.0,0.9366850374896002,-0.021443300346513917,1.6907190789430906,0.0,1.0,0.0,0.0,0
2019-05-31,936685.0374896002,0.0,0.9366850374896002,-0.013207975553753993,1.6683881026801448,0.0,1.0,0.0,0.0,0
2019-06-03,922899.0763706003,-0.01471781929595839,0.9228990763706003,-0.010411512314248583,1.6510176594041448,0.3905410778147375,0.6094589221852624,0.3993911667497449,112.23111899999998,1
2019-06-04,914919.0763706003,-0.008646665929477604,0.9149190763706002,-0.021078001897148903,1.6162175060469979,0.3852253265918738,0.6147746734081262,0.0,0.0,1
2019-06-05,903747.0763706003,-0.012210916012723505,0.9037470763706003,0.00685191743202943,1.6272916949506324,0.37762556463314284,0.6223744353668571,0.0,0.0,1
2019-06-06,903664.0918186002,-9.182276122354782e-05,0.9036640918186002,-0.010319336273058343,1.6104991247360818,0.0,1.0,0.37783601068046374,273.174552,0
2019-06-10,903664.0918186002,0.0,0.9036640918186002,0.02822544994113243,1.6559561871615578,0.0,1.0,0.0,0.0,0
2019-06-11,903664.0918186002,0.0,0.9036640918186002,0.046755919548564416,1.7333819414244311,0.0,1.0,0.0,0.0,0
2019-06-12,903664.0918186002,0.0,0.9036640918186002,-0.005855402502581019,1.7232322924666859,0.0,1.0,0.0,0.0,0
2019-06-13,903664.0918186002,0.0,0.9036640918186002,0.0035580671650635278,1.7293636687042886,0.0,1.0,0.0,0.0,0
2019-06-14,903664.0918186002,0.0,0.9036640918186002,-0.01591250932758237,1.7018451531952494,0.0,1.0,0.0,0.0,0
2019-06-17,903664.0918186002,0.0,0.9036640918186002,-0.0046585354825239515,1.693917047163328,0.0,1.0,0.0,0.0,0
2019-06-18,903664.0918186002,0.0,0.9036640918186002,0.0006983213565251334,1.695099945613544,0.0,1.0,0.0,0.0,0
2019-06-19,903664.0918186002,0.0,0.9036640918186002,0.011166849702144443,1.7140288719363237,0.0,1.0,0.0,0.0,0
2019-06-20,903664.0918186002,0.0,0.9036640918186002,0.03904753135670588,1.7809574680595563,0.0,1.0,0.0,0.0,0
2019-06-21,903664.0918186002,0.0,0.9036640918186002,0.0040777400487236,1.7882197496521361,0.0,1.0,0.0,0.0,0
2019-06-24,903664.0918186002,0.0,0.9036640918186002,0.006634186100307993,1.8000831322595747,0.0,1.0,0.0,0.0,0
2019-06-25,903664.0918186002,0.0,0.9036640918186002,-0.021236004052674107,1.76185655956776,0.0,1.0,0.0,0.0,0
2019-06-26,903664.0918186002,0.0,0.9036640918186002,0.006890996162327611,1.773997506358313,0.0,1.0,0.0,0.0,0
2019-06-27,903664.0918186002,0.0,0.9036640918186002,0.01897413993765219,1.8076575832930017,0.0,1.0,0.0,0.0,0
2019-06-28,903664.0918186002,0.0,0.9036640918186002,-0.006221349703596368,1.796411513322978,0.0,1.0,0.0,0.0,0
2019-07-01,917556.9820996379,0.01537395411283704,0.9175569820996379,0.04659643696480629,1.8801178891663843,0.833093355162099,0.16690664483790094,0.8302782565862576,225.08779400842536,3
2019-07-02,925381.7284163965,0.00852780423386168,0.9253817284163965,-0.0010264808557659878,1.8781879841465718,0.8345046669638492,0.16549533303615088,0.0,0.0,3
2019-07-03,902617.4609210007,-0.02459986705632522,0.9026174609210007,-0.019660307151336577,1.8412622314903004,0.8303308278862951,0.1696691721137048,0.0,0.0,3
2019-07-04,898628.8412156601,-0.004418948090446628,0.8986288412156601,-0.00830308578189488,1.8259740732352734,0.829577740769298,0.1704222592307019,0.0,0.0,3
2019-07-05,914551.6722469677,0.01771902959376126,0.9145516722469677,0.013121998101941734,1.8499345015584614,0.8325448829440394,0.16745511705596058,0.0,0.0,3
2019-07-08,896766.4471088459,-0.019446933046904924,0.8967664471088459,-0.031671712010672634,1.7913439087864946,0.8292238098073577,0.17077619019264242,0.0,0.0,3
2019-07-09,892272.4471088459,-0.005011338252550068,0.8922724471088459,0.008481680916875367,1.8065375162332098,0.8283636821622505,0.17163631783774957,0.0,0.0,3
2019-07-10,894230.5175508349,0.002194475967888021,0.8942305175508349,-0.00046825828093409737,1.8056915900814154,0.8287395091935739,0.17126049080642616,0.0,0.0,3
2019-07-11,888147.8978454943,-0.00680207126234067,0.8881478978454943,-0.000545673607947783,1.8047062718366147,0.827566604952453,0.17243339504754693,0.0,0.0,3
2019-07-12,907844.8693003745,0.02217758044877649,0.9078448693003746,0.020830071530494366,1.8422984325705032,0.8313077900105754,0.16869220998942458,0.0,0.0,3
2019-07-15,900899.1510683303,-0.007650776544451787,0.9008991510683303,0.015452229746388935,1.8707660512119946,0.8300072131844813,0.16999278681551874,0.0,0.0,3
2019-07-16,889519.4047515716,-0.012631542946026753,0.8895194047515715,-0.007317740643013737,1.8570762704454702,0.8278324716562965,0.17216752834370352,0.0,0.0,3
2019-07-17,887664.9961331495,-0.002084730932812029,0.8876649961331495,0.00971554910139858,1.8751187861360252,0.5883742071399279,0.41162579286007206,0.2387911684279923,169.92750239999998,2
2019-07-18,882482.3764278088,-0.005838486059399961,0.8824823764278088,-0.018537709824370963,1.8403583781924089,0.5859568218161116,0.4140431781838883,0.0,0.0,2
2019-07-19,892008.7911980599,0.01079501984936293,0.8920087911980599,0.015807762847314954,1.8694503269889438,0.3941468821328632,0.6058531178671369,0.1985089432710395,140.1445152,1
2019-07-22,888490.4532606751,-0.003944286168591882,0.8884904532606751,-0.0013977631221849807,1.866837278263122,0.391747761240509,0.608252238759491,0.0,0.0,1
2019-07-23,886228.664586642,-0.0025456533221405175,0.886228664586642,0.012474568575063105,1.8901252679092995,0.39019541016052767,0.6098045898394723,0.0,0.0,1
2019-07-24,889244.3828186862,0.0034028669490744345,0.8892443828186862,0.006352126001010971,1.9021315817687539,0.3922634567572731,0.6077365432427269,0.0,0.0,1
2019-07-25,897286.2981041373,0.00904353790794854,0.8972862981041373,0.014228235706159387,1.9291955582582894,0.39771028661186614,0.6022897133881339,0.0,0.0,1
2019-07-26,898040.2276621484,0.0008402329998842273,0.8980402276621484,0.011506487389097098,1.9513938226204905,0.39821592545010775,0.6017840745498921,0.0,0.0,1
2019-07-29,899548.0867781704,0.001679055202178814,0.8995480867781704,0.0041322770402508315,1.9594575225101925,0.3992246604093882,0.6007753395906118,0.0,0.0,1
2019-07-30,901558.5655995333,0.0022349876020120174,0.9015585655995333,-0.0005298282228662244,1.9584193466132591,0.40056439156245066,0.5994356084375494,0.0,0.0,1
2019-07-31,895527.1291354448,-0.006690010715030614,0.8955271291354447,-0.012751129000834905,1.9334472888868628,0.39652715174137043,0.6034728482586297,0.0,0.0,1
2019-08-01,894440.9224076867,-0.0012129244245304704,0.8944409224076867,-0.013578260959797717,1.9071944370463434,0.8996787600391264,0.10032123996087365,1.291025286769168,523.3386062113259,3
2019-08-02,879118.9224076867,-0.017130253788876004,0.8791189224076867,-0.019365399165206153,1.8702608554872802,0.8979302798284278,0.10206972017157225,0.0,0.0,3
2019-08-05,854409.9224076867,-0.02810655005847018,0.8544099224076868,-0.026776464444903482,1.8201818821876303,0.8949784874281097,0.10502151257189032,0.0,0.0,3
2019-08-06,835684.6619196867,-0.021916014780391513,0.8356846619196867,-0.008988705134452801,1.8038208039575723,0.6813353480630476,0.3186646519369524,0.20682473993517167,141.37048800000002,2
2019-08-07,824710.6619196867,-0.013131747535955918,0.8247106619196867,-0.010848779737568214,1.7842515493693933,0.6770950416721783,0.32290495832782173,0.0,0.0,2
2019-08-08,821647.6060316868,-0.00371409759741681,0.8216476060316867,0.02966413286984937,1.8371798244031214,0.3780763160746311,0.6219236839253688,0.29694639745526746,195.915888,1
2019-08-09,819399.6060316868,-0.0027359661045653905,0.8193996060316867,-0.015070763399353104,1.8094921219474769,0.376370085767498,0.6236299142325019,0.0,0.0,1
2019-08-12,825862.6060316868,0.00788748243521864,0.8258626060316868,0.036782960583180244,1.8760505993446461,0.3812504618812096,0.6187495381187903,0.0,0.0,1
2019-08-13,813217.6060316868,-0.015311263529365848,0.8132176060316868,-0.018388123300756953,1.8415535496054376,0.3716293126937346,0.6283706873062653,0.0,0.0,1
2019-08-14,819405.7260992867,0.007609427073027364,0.8194057260992867,0.007942127200775428,1.8561794021434435,0.0,1.0,0.3795423736656945,246.9204324,0
2019-08-15,819405.7260992867,0.0,0.8194057260992867,0.011555360556768379,1.8776282243932578,0.0,1.0,0.0,0.0,0
2019-08-16,819405.7260992867,0.0,0.8194057260992867,0.00016983526880988143,1.8779471118874729,0.0,1.0,0.0,0.0,0
2019-08-19,819405.7260992867,0.0,0.8194057260992867,0.027424843299066894,1.9294495171549222,0.0,1.0,0.0,0.0,0
2019-08-20,819405.7260992867,0.0,0.8194057260992867,0.0010913077695853368,1.931555140404016,0.0,1.0,0.0,0.0,0
2019-08-21,819405.7260992867,0.0,0.8194057260992867,-0.00951847457240106,1.9131696819148898,0.0,1.0,0.0,0.0,0
2019-08-22,819405.7260992867,0.0,0.8194057260992867,0.002511009207477022,1.9179736686016438,0.0,1.0,0.0,0.0,0
2019-08-23,819405.7260992867,0.0,0.8194057260992867,0.00704134544050049,1.931478783748052,0.0,1.0,0.0,0.0,0
2019-08-26,819405.7260992867,0.0,0.8194057260992867,-0.018920017763502328,1.894935170849711,0.0,1.0,0.0,0.0,0
2019-08-27,819405.7260992867,0.0,0.8194057260992867,0.010581118466925898,1.9149857043796166,0.0,1.0,0.0,0.0,0
2019-08-28,819405.7260992867,0.0,0.8194057260992867,-0.003380461972980786,1.9085121680271595,0.0,1.0,0.0,0.0,0
2019-08-29,819405.7260992867,0.0,0.8194057260992867,-0.004602223123573423,1.8997287691958438,0.0,1.0,0.0,0.0,0
2019-08-30,819405.7260992867,0.0,0.8194057260992867,0.012246856402626637,1.9229944746361238,0.0,1.0,0.0,0.0,0
2019-09-02,823090.6504623868,0.00449706933418903,0.8230906504623868,0.017709067339328442,1.9570489132806117,0.8792992601646291,0.12070073983537093,0.8784929126950929,215.95263689999996,3
2019-09-03,823621.6504623868,0.0006451294273621677,0.8236216504623868,-0.004589849604373031,1.948066353100252,0.8793770775615086,0.12062292243849143,0.0,0.0,3
2019-09-04,831983.6504623868,0.010152719996257442,0.8319836504623868,0.018555296349421803,1.9842133015903645,0.8805894197474038,0.1194105802525962,0.0,0.0,3
2019-09-05,842205.6504623868,0.012286299128978051,0.8422056504623868,0.020575945015964336,2.025040365383833,0.8820387272302874,0.11796127276971254,0.0,0.0,3
2019-09-06,847737.6504623868,0.006568466973550624,0.8477376504623868,0.00740763232820778,2.040041119860376,0.8828084957554982,0.1171915042445018,0.0,0.0,3
2019-09-09,857547.6504623868,0.011571976300273068,0.8575476504623868,0.02606870291963681,2.093222345757859,0.8841491194001653,0.11585088059983473,0.0,0.0,3
2019-09-10,854805.6504623868,-0.0031974899569972015,0.8548056504623868,-0.010094395772482756,2.0720925309599747,0.883777499120827,0.11622250087917298,0.0,0.0,3
2019-09-11,823957.6504623868,-0.03608773524521447,0.8239576504623868,-0.013491413724701428,2.04413707334893,0.8794262661356017,0.12057373386439835,0.0,0.0,3
2019-09-12,813372.3050527868,-0.012846953242875658,0.8133723050527868,0.00891386540964394,2.0623582360996258,0.29033199007762417,0.7096680099223759,0.5804415575625901,382.6074096,1
2019-09-16,822744.3050527868,0.011522398711856452,0.8227443050527868,-0.002084313822231121,2.0580596343217312,0.2984159215593083,0.7015840784406918,0.0,0.0,1
2019-09-17,807960.3050527868,-0.017969130760560503,0.8079603050527868,-0.02673932089014982,2.003028517348538,0.2855783861620841,0.7144216138379159,0.0,0.0,1
2019-09-18,809258.0774143868,0.0016062328229295986,0.8092580774143868,0.01612549604326017,2.035328345779579,0.0,1.0,0.2874145506255141,185.7756384,0
2019-09-19,809258.0774143868,0.0,0.8092580774143868,0.009119902594918983,2.053890342041766,0.0,1.0,0.0,0.0,0
2019-09-20,809258.0774143868,0.0,0.8092580774143868,0.01612415239449665,2.087007582918432,0.0,1.0,0.0,0.0,0
2019-09-23,809258.0774143868,0.0,0.8092580774143868,-0.006964646839445099,2.0724723121521613,0.0,1.0,0.0,0.0,0
2019-09-24,809258.0774143868,0.0,0.8092580774143868,0.011114750048890454,2.0955073238849784,0.0,1.0,0.0,0.0,0
2019-09-25,809258.0774143868,0.0,0.8092580774143868,-0.008569270232291582,2.077550355352862,0.0,1.0,0.0,0.0,0
2019-09-26,809258.0774143868,0.0,0.8092580774143868,-0.01869462231003798,2.038711336129455,0.0,1.0,0.0,0.0,0
2019-09-27,809258.0774143868,0.0,0.8092580774143868,-0.0041330130167724684,2.0302853156397904,0.0,1.0,0.0,0.0,0
2019-09-30,809258.0774143868,0.0,0.8092580774143868,-0.021723212047621888,1.9861809972109745,0.0,1.0,0.0,0.0,0
2019-10-08,823808.5944245385,0.01798007016085812,0.8238085944245386,0.007042193612598757,2.0001680683429988,0.8993167429653985,0.10068325703460154,0.8972372797559658,217.82895479994812,3
2019-10-09,822275.3208503558,-0.0018612012360150754,0.8222753208503558,-0.00335891084200064,1.993449682132418,0.8991290017387567,0.10087099826124345,0.0,0.0,3
2019-10-10,824143.7755651923,0.0022722981797682618,0.8241437755651924,0.012933622976341486,2.0192322087434262,0.8993576910741365,0.10064230892586354,0.0,0.0,3
2019-10-11,838241.8568195086,0.017106337112899883,0.8382418568195086,0.010067852483158812,2.039561540750298,0.9010503570240836,0.09894964297591642,0.0,0.0,3
2019-10-14,858070.2135112099,0.02365469647022267,0.8580702135112099,0.015356859313233617,2.0708828003922823,0.9033368934689444,0.0966631065310555,0.0,0.0,3
2019-10-15,855640.0323705561,-0.002832147186078826,0.8556400323705562,-0.0034800690731101036,2.063675985204602,0.9030623517813168,0.09693764821868314,0.0,0.0,3
2019-10-16,842028.7662491817,-0.015907701377253614,0.8420287662491817,-0.019938101063989865,2.022530204848264,0.9014953695356127,0.09850463046438734,0.0,0.0,3
2019-10-17,838198.9184363107,-0.004548357450934848,0.8381989184363107,-0.002351328147681175,2.0177745726480687,0.7442149023368725,0.25578509766312757,0.1562420587909788,105.2482464,2
2019-10-18,825648.5580182053,-0.014973009559017925,0.8256485580182054,-0.013670157655299931,1.9901912761271143,0.7403268132291316,0.2596731867708684,0.0,0.0,2
2019-10-21,834632.2788544162,0.010880804852096304,0.8346322788544163,0.0016970125557776328,1.993568655711101,0.743121854204303,0.25687814579569707,0.0,0.0,2
2019-10-22,825832.6504517344,-0.010543120156771058,0.8258326504517345,0.008767955046132425,2.0110481760657546,0.7403846988901657,0.25961530110983433,0.0,0.0,2
2019-10-23,821231.2863072247,-0.005571787627908442,0.8212312863072246,-0.006854460801710616,1.9972635251725603,0.7389300726992122,0.2610699273007878,0.0,0.0,2
2019-10-24,824004.1882840893,0.003376517703475912,0.8240041882840893,-0.0017617181662442972,1.9937449097374869,0.7398086135219473,0.26019138647805273,0.0,0.0,2
2019-10-25,824873.8061080526,0.0010553560726118683,0.8248738061080526,0.014656838160663432,2.022966906213156,0.42266882373304826,0.5773311762669519,0.3180034825377108,209.6289612,1
2019-10-28,820329.809834457,-0.005508716896994503,0.820329809834457,0.010645161316637276,2.044501715268013,0.41947085301183656,0.5805291469881634,0.0,0.0,1
2019-10-29,825493.4419635432,0.006294580627428603,0.8254934419635431,-0.003012176427871649,2.0383433153945396,0.42310218283576445,0.5768978171642355,0.0,0.0,1
2019-10-30,815579.2682756977,-0.01200999691077298,0.8155792682756977,-0.013980452449141733,2.0098463535986406,0.41608941855646,0.58391058144354,0.0,0.0,1
2019-10-31,812067.9984279193,-0.0043052465705778475,0.8120679984279193,-0.007714621440396541,1.9943411498272656,0.41356466986251983,0.5864353301374802,0.0,0.0,1
2019-11-01,825958.4759760879,0.01710506703263648,0.8259584759760878,0.020588880602791494,2.035402401642293,0.8792415374159832,0.12075846258401692,0.6181890911107051,182.030903294596,3
2019-11-04,834103.8567599277,0.009861731577018862,0.8341038567599277,0.008621170625305008,2.052949953038007,0.8804207954336102,0.11957920456638974,0.0,0.0,3
2019-11-05,838160.3164313135,0.004863254903463732,0.8381603164313135,0.019537228463252378,2.093058905294134,0.880999525076795,0.11900047492320494,0.0,0.0,3
