ts_code,stock_name,industry,trade_date,open,close,high,low,vol,amount,amplitude,pct_chg,change,turnover_rate,pre_close,price_type,source,adj_factor,true_range,atr,entry_high,exit_low,entry_signal,channel_exit_signal,execution,exit_reason,fill_price,cash,shares,position,exposure,stop_price,transaction_cost,turnover,strategy_equity,strategy_return,market_return,benchmark_equity,drawdown,entry_window,exit_window,atr_window,stop_atr,risk_fraction
600519.SH,贵州茅台,食品饮料,2019-01-02,336.18,325.18,338.2,321.21,62286,3754387984.0,5.37,2.84,8.97,0.5,,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,16.99000000000001,,,,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0,20,10,20,2.0,0.01
600519.SH,贵州茅台,食品饮料,2019-01-03,326.17,316.2,327.86,312.0,30977,1838179168.0,4.88,-2.76,-8.98,0.25,325.18,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,15.860000000000014,,,,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,-0.027615474506427318,97238.45254935727,0.0,20,10,20,2.0,0.01
600519.SH,贵州茅台,食品饮料,2019-01-04,313.48,328.2,333.87,308.22,37683,2258501488.0,8.11,3.8,12.0,0.3,316.2,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,25.649999999999977,,,,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.03795066413662229,100928.7164032228,0.0,20,10,20,2.0,0.01
600519.SH,贵州茅台,食品饮料,2019-01-07,334.2,331.69,338.2,328.42,34750,2105981456.0,2.98,1.06,3.49,0.28,328.2,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,10.0,,,,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.010633759902498596,102001.96814072205,0.0,20,10,20,2.0,0.01
600519.SH,贵州茅台,食品饮料,2019-01-08,331.7,330.99,338.2,326.48,28838,1750413216.0,3.53,-0.21,-0.7,0.23,331.69,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,11.71999999999997,,,,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,-0.0021104042931652245,101786.70274924657,0.0,20,10,20,2.0,0.01
600519.SH,贵州茅台,食品饮料,2019-01-09,336.19,342.32,352.36,335.24,49892,3084214784.0,5.17,3.42,11.33,0.4,330.99,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,21.370000000000005,,,,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.03423064140910603,105270.92687127131,0.0,20,10,20,2.0,0.01
600519.SH,贵州茅台,食品饮料,2019-01-10,343.33,344.97,351.08,336.45,29044,1797683136.0,4.27,0.77,2.65,0.23,342.32,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,14.629999999999995,,,,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.007741294695022383,106085.86013899997,0.0,20,10,20,2.0,0.01
600519.SH,贵州茅台,食品饮料,2019-01-11,351.2,362.08,363.2,344.95,38884,2445929488.0,5.29,4.96,17.11,0.31,344.97,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,18.25,,,,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.049598515812969035,111347.56135063658,0.0,20,10,20,2.0,0.01
600519.SH,贵州茅台,食品饮料,2019-01-14,359.2,350.8,362.09,347.75,25649,1606308128.0,3.96,-3.12,-11.28,0.2,362.08,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,14.339999999999975,,,,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,-0.03115333627927519,107878.71332800297,0.0,20,10,20,2.0,0.01
600519.SH,贵州茅台,食品饮料,2019-01-15,354.06,386.18,387.7,351.2,55765,3613919072.0,10.4,10.09,35.38,0.44,350.8,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,36.89999999999998,,,,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.10085518814139105,118758.84125714988,0.0,20,10,20,2.0,0.01
600519.SH,贵州茅台,食品饮料,2019-01-16,384.2,387.3,391.85,379.8,42084,2775103936.0,3.12,0.29,1.12,0.34,386.18,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,12.050000000000011,,,308.22,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.002900201978352168,119103.26588351068,0.0,20,10,20,2.0,0.01
600519.SH,贵州茅台,食品饮料,2019-01-17,389.2,385.45,395.9,382.0,30285,2004454112.0,3.59,-0.48,-1.85,0.24,387.3,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,13.899999999999977,,,308.22,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,-0.004776658920733312,118534.35020603973,0.0,20,10,20,2.0,0.01
600519.SH,贵州茅台,食品饮料,2019-01-18,391.2,409.81,416.4,387.7,68609,4647515904.0,7.45,6.32,24.36,0.55,385.45,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,30.94999999999999,,,308.22,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.06319885847710482,126025.58582938681,0.0,20,10,20,2.0,0.01
600519.SH,贵州茅台,食品饮料,2019-01-21,416.2,413.18,425.08,408.08,47052,3242615728.0,4.15,0.82,3.37,0.37,409.81,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,17.0,,,326.48,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.008223323003343053,127061.93492834739,0.0,20,10,20,2.0,0.01
600519.SH,贵州茅台,食品饮料,2019-01-22,412.2,397.2,412.2,391.42,42122,2834735024.0,5.03,-3.87,-15.98,0.34,413.18,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,21.75999999999999,,,326.48,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,-0.03867563773657978,122147.73356294974,0.0,20,10,20,2.0,0.01
600519.SH,贵州茅台,食品饮料,2019-01-23,393.42,391.86,400.7,389.33,33625,2247371216.0,2.86,-1.34,-5.34,0.27,397.2,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,11.370000000000005,,,335.24,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,-0.013444108761329288,120505.56614797958,0.0,20,10,20,2.0,0.01
600519.SH,贵州茅台,食品饮料,2019-01-24,396.5,398.7,404.03,390.88,29155,1960227056.0,3.36,1.75,6.84,0.23,391.86,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,13.149999999999977,,,336.45,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.017455213596692554,122609.01654468292,0.0,20,10,20,2.0,0.01
600519.SH,贵州茅台,食品饮料,2019-01-25,402.08,405.9,411.1,396.13,28986,1966232096.0,3.75,1.81,7.2,0.23,398.7,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,14.970000000000027,,,344.95,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.018058690744920947,124823.17485700225,0.0,20,10,20,2.0,0.01
600519.SH,贵州茅台,食品饮料,2019-01-28,410.2,403.2,420.18,402.23,36103,2476277968.0,4.42,-0.67,-2.7,0.29,405.9,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,17.94999999999999,,,347.75,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,-0.006651884700665134,123992.8654898825,0.0,20,10,20,2.0,0.01
