entry_date,exit_date,entry_price,exit_price,entry_atr,stop_price,shares,holding_days,exit_reason,gross_return,net_return,entry_cost,exit_cost,total_cost
2021-08-05,2021-08-26,5.556,5.286,0.21487007350267967,5.12625985299464,2551.5716983232037,15,CHANNEL_EXIT,-0.04859611231101524,-0.05049701917952454,14.176532355883719,13.487607997336454,27.664140353220173
2021-09-02,2021-09-17,6.336,5.862535885753984,0.2367320571230082,5.862535885753984,2300.801431335276,11,ATR_STOP,-0.07472602813226259,-0.07657472737675364,14.57787786894031,13.488530957197186,28.066408826137497
2022-04-11,2022-04-20,4.596,4.3149481713511175,0.14052591432444134,4.3149481713511175,3836.2062389723465,7,ATR_STOP,-0.06115139874866893,-0.06302722012979034,17.631203874316903,16.553031095779478,34.184234970096384
2022-05-30,2022-05-31,4.616,4.33655884193409,0.13972057903295504,4.33655884193409,3818.5112593567087,1,ATR_STOP,-0.06053751257926998,-0.06241456050618455,17.626247973190566,16.559198764788214,34.18544673797878
2022-07-04,2022-07-06,4.696,4.445241823779759,0.12537908811012016,4.445241823779759,4211.37558810221,2,ATR_STOP,-0.053398248769216505,-0.05528956095948778,19.776619761727975,18.720582899877023,38.497202661605
2022-11-07,2022-12-21,4.106,4.476,0.11073487538936837,3.884530249221263,4718.890582262604,32,CHANNEL_EXIT,0.09011203117389188,0.08793398515756046,19.37576473077025,21.121754246207416,40.497518976977666
2023-01-11,2023-03-16,4.806,6.176,0.10735665931634837,4.591286681367303,4946.812093139917,41,CHANNEL_EXIT,0.2850603412401165,0.2824927881107655,23.774378919630443,30.55151148723213,54.32589040686257
2023-06-15,2023-08-08,6.096,6.216,0.20761102437650442,5.680777951246991,2719.9290387736014,36,CHANNEL_EXIT,0.019685039370078705,0.01764770662408477,16.580687420363873,16.907078905016707,33.487766325380576
2024-01-03,2024-01-22,5.046,4.7730473084137675,0.13647634579311646,4.7730473084137675,4148.350904859742,13,ATR_STOP,-0.05409288378641153,-0.0559828080945306,20.932578665922257,19.800275120796606,40.73285378671886
2024-02-07,2024-03-21,5.456,5.416,0.18597999272578872,5.084040014548423,3012.6175528695576,25,CHANNEL_EXIT,-0.007331378299120228,-0.009314732188632324,16.436841368456307,16.316336666341527,32.753178034797834
2024-04-02,2024-05-30,5.996,6.826,0.19258628082135557,5.61082743835729,2905.29677805311,37,CHANNEL_EXIT,0.1384256170780518,0.13615104042055326,17.420159481206447,19.83155580699053,37.251715288196976
2024-09-25,2024-11-18,6.576,7.346,0.22206756715166537,6.131864865696669,2573.050317742944,33,CHANNEL_EXIT,0.11709245742092467,0.1148605044590445,16.9203788894776,18.901627634139665,35.82200652361726
2025-02-18,2025-03-26,7.786,8.366,0.24212273212206403,7.3017545357558715,2400.0974746052425,26,CHANNEL_EXIT,0.07449267916773694,0.07234584064792138,18.68715893727642,20.079215472547457,38.766374409823875
2025-04-24,2025-05-15,8.696,8.121917529894649,0.2870412350526751,8.121917529894649,2048.0841667473683,12,ATR_STOP,-0.06601684338837976,-0.06788294360139002,17.810139914035112,16.634370696605124,34.444510610640236
2025-07-08,2025-10-29,7.846,10.031,0.19066435836155113,7.464671283276898,3051.6114552016948,75,CHANNEL_EXIT,0.2784858526637777,0.2759314353757383,23.942943477512497,30.610714507128204,54.5536579846407
2025-12-08,2026-01-15,10.881,10.811,0.35054345744968896,10.179913085100623,1754.1323732199396,26,CHANNEL_EXIT,-0.006433232239683839,-0.008418380626817212,19.086714353006162,18.963925086880767,38.05063943988693
2026-02-25,2026-03-03,12.581,11.741664534554065,0.4196677327229675,11.741664534554065,1463.2895967975173,4,ATR_STOP,-0.06671452710006631,-0.06857923333962668,18.409646417309567,17.181455562499327,35.5911019798089
2026-05-12,2026-05-18,10.751,9.88644460870137,0.4322776956493149,9.88644460870137,1405.9862994046948,4,ATR_STOP,-0.08041627674622176,-0.08225360686261296,15.115758704899875,13.900205669657534,29.01596437455741
