entry_date,exit_date,entry_price,exit_price,entry_atr,stop_price,shares,holding_days,exit_reason,gross_return,net_return,entry_cost,exit_cost,total_cost
2019-02-12,2019-04-26,2.286,3.546,0.058245675000000094,2.16950865,8584.328364294846,52,CHANNEL_EXIT,0.5511811023622046,0.5480818394204221,19.623774640778016,30.440028379789524,50.06380302056754
2019-07-02,2019-08-05,3.586,3.536,0.14078133522069092,3.304437329558618,3933.979947070122,24,CHANNEL_EXIT,-0.013943112102621225,-0.01591325573478375,14.107252090193457,13.910553092839951,28.01780518303341
2019-09-05,2019-09-30,3.506,3.366,0.12919440021902645,3.247611199561947,4278.106208397993,16,CHANNEL_EXIT,-0.03993154592127768,-0.04184976461074563,14.999040366643364,14.400105497467647,29.399145864111013
2019-12-09,2020-01-22,3.586,4.226,0.09710541158432365,3.3917891768313524,5659.475477479908,31,CHANNEL_EXIT,0.17847183491355278,0.1761172458328064,20.29487906224295,23.91694336783009,44.21182243007304
2020-03-03,2020-03-09,4.796,4.338581401993327,0.22870929900333667,4.338581401993327,2481.1188722133234,4,ATR_STOP,-0.09537502043508617,-0.0971824629516993,11.899446111135099,10.764536195119383,22.663982306254482
2020-04-08,2020-05-28,4.436,4.746,0.22193333188968678,3.9921333362206264,2530.791944291758,33,CHANNEL_EXIT,0.06988277727682601,0.06774514935019882,11.226593064878239,12.011138567608684,23.237731632486923
2020-07-03,2020-09-01,5.226,5.136,0.1770822565692846,4.871835486861431,3193.2822538349174,42,CHANNEL_EXIT,-0.01722158438576349,-0.019185177623754157,16.68809305854128,16.400697655696135,33.08879071423742
2020-12-01,2020-12-16,4.356,4.276,0.15477085184207423,4.046458296315851,3643.264863459605,11,CHANNEL_EXIT,-0.018365472910927494,-0.020326780657359156,15.870061745230037,15.578600556153269,31.448662301383308
2021-01-13,2021-01-25,4.876,4.460617118730625,0.20769144063468747,4.460617118730625,2707.17298425415,8,ATR_STOP,-0.08518927015368638,-0.08701706381971308,13.200175471223236,12.075662156929134,25.27583762815237
2021-02-09,2021-03-08,5.366,5.656,0.2506757791916479,4.864648441616704,2220.029845651642,14,CHANNEL_EXIT,0.05404398061871052,0.051937998639452365,11.91268015176671,12.556488807005689,24.4691689587724
2021-03-23,2021-03-24,6.726,6.0814134834019296,0.32229325829903543,6.0814134834019296,1736.3205540576928,1,ATR_STOP,-0.0958350455840129,-0.09764156896945952,11.678492046592043,10.559283228954362,22.237775275546404
2021-04-22,2021-04-26,7.106,6.372662764098227,0.36666861795088607,6.372662764098227,1510.6206223747972,2,ATR_STOP,-0.10319972360002427,-0.1049915323440801,10.734470142595308,9.626675790886761,20.36114593348207
