ts_code,stock_name,industry,trade_date,open,close,high,low,vol,amount,amplitude,pct_chg,change,turnover_rate,pre_close,price_type,source,adj_factor,true_range,atr,entry_high,exit_low,entry_signal,channel_exit_signal,execution,exit_reason,fill_price,cash,shares,position,exposure,stop_price,transaction_cost,turnover,strategy_equity,strategy_return,market_return,benchmark_equity,drawdown,entry_window,exit_window,atr_window,stop_atr,risk_fraction
300750.SZ,宁德时代,新能源汽车,2019-02-14,24.48,26.27,28.58,24.4,127233,1084873168.0,17.0,6.83,1.68,5.86,24.59,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,4.18,1.444353147478125,25.63,20.1,False,False,HOLD,,,90761.72720570337,385.6683556433798,1,0.10041810743747454,21.337098649999998,0.0,0.0,100893.23490845496,0.006463372940793022,0.06832045546970322,130501.73869846007,0.0,20,10,20,2.0,0.01
300750.SZ,宁德时代,新能源汽车,2019-02-15,26.09,24.99,26.98,24.98,105153,880799440.0,7.61,-4.87,-1.28,4.84,26.27,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,2.0,1.4721354901042187,28.58,20.1,False,False,HOLD,,,90761.72720570337,385.6683556433798,1,0.09599494603318937,21.337098649999998,0.0,0.0,100399.57941323143,-0.004892850305289964,-0.04872478111914735,124143.07004470944,-0.004892850305289964,20,10,20,2.0,0.01
300750.SZ,宁德时代,新能源汽车,2019-02-18,25.4,26.13,26.36,25.07,87787,735318288.0,5.16,4.56,1.14,4.04,24.99,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,1.370000000000001,1.4670287155990078,28.58,20.1,False,False,HOLD,,,90761.72720570337,385.6683556433798,1,0.09993643346756799,21.337098649999998,0.0,0.0,100839.24133866488,0.004379121187588542,0.0456182472989195,129806.25931445608,-0.0005351555021411158,20,10,20,2.0,0.01
300750.SZ,宁德时代,新能源汽车,2019-02-19,26.24,24.92,26.3,24.65,94258,782086064.0,6.31,-4.63,-1.21,4.34,26.13,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,1.6500000000000021,1.4761772798190576,28.58,20.1,False,False,HOLD,,,90761.72720570337,385.6683556433798,1,0.09575179965449812,21.337098649999998,0.0,0.0,100372.5826283364,-0.00462774911962327,-0.04630692690394178,123795.33035270745,-0.005160428056360522,20,10,20,2.0,0.01
300750.SZ,宁德时代,新能源汽车,2019-02-20,25.2,25.41,26.15,24.82,60674,506750848.0,5.34,1.97,0.49,2.79,24.92,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,1.3299999999999983,1.4688684158281045,28.58,20.1,False,False,HOLD,,,90761.72720570337,385.6683556433798,1,0.09745108274921965,21.337098649999998,0.0,0.0,100561.56012260166,0.0018827601055659837,0.0196629213483146,126229.50819672136,-0.0032873837988667276,20,10,20,2.0,0.01
300750.SZ,宁德时代,新能源汽车,2019-02-21,25.15,25.5,26.35,24.93,82288,690870560.0,5.59,0.35,0.09,3.79,25.41,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,1.4200000000000017,1.4664249950366994,28.58,21.45,False,False,HOLD,,,90761.72720570337,385.6683556433798,1,0.09776250195021811,21.337098649999998,0.0,0.0,100596.27027460956,0.00034516322107158715,0.0035419126328217754,126676.6020864382,-0.002943355261776026,20,10,20,2.0,0.01
300750.SZ,宁德时代,新能源汽车,2019-02-22,25.32,26.08,26.59,24.82,89600,752183504.0,6.94,2.27,0.58,4.12,25.5,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,1.7699999999999996,1.4816037452848643,28.58,21.54,False,False,HOLD,,,90761.72720570337,385.6683556433798,1,0.09976428201916553,21.337098649999998,0.0,0.0,100819.95792088272,0.0022236176914167682,0.02274509803921565,129557.87382016894,-0.0007262824671915302,20,10,20,2.0,0.01
300750.SZ,宁德时代,新能源汽车,2019-02-25,26.85,29.94,30.13,26.85,154113,1380347008.0,12.58,14.8,3.86,7.09,26.08,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,4.050000000000001,1.610023558020621,28.58,23.08,True,False,HOLD,,,90761.72720570337,385.6683556433798,1,0.1128634963697554,21.337098649999998,0.0,0.0,102308.63777366617,0.014765725789646522,0.14800613496932535,148733.2339791357,0.0,20,10,20,2.0,0.01
300750.SZ,宁德时代,新能源汽车,2019-02-26,29.2,28.37,29.65,27.92,113242,1009210800.0,5.78,-5.24,-1.57,5.21,29.94,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,2.0199999999999996,1.63052238011959,30.13,23.67,False,False,HOLD,,,90761.72720570337,385.6683556433798,1,0.1075818447275444,21.337098649999998,0.0,0.0,101703.13845530606,-0.005918359696076014,-0.05243820975283897,140933.9294585197,-0.005918359696076014,20,10,20,2.0,0.01
300750.SZ,宁德时代,新能源汽车,2019-02-27,27.93,27.01,28.87,26.59,91038,795251088.0,8.04,-4.79,-1.36,4.19,28.37,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,2.280000000000001,1.6629962611136109,30.13,23.85,False,False,HOLD,,,90761.72720570337,385.6683556433798,1,0.10295555828604418,21.337098649999998,0.0,0.0,101178.62949163106,-0.005157254452924365,-0.047937962636587894,134177.84401390966,-0.011045091662103657,20,10,20,2.0,0.01
300750.SZ,宁德时代,新能源汽车,2019-02-28,26.99,27.93,28.75,26.99,72399,637896400.0,6.52,3.41,0.92,3.33,27.01,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,1.7600000000000016,1.6678464480579305,30.13,24.4,False,False,HOLD,,,90761.72720570337,385.6683556433798,1,0.10609033544582751,21.337098649999998,0.0,0.0,101533.44437882297,0.003506816498451082,0.03406145871899291,138748.13710879293,-0.007577008273320307,20,10,20,2.0,0.01
300750.SZ,宁德时代,新能源汽车,2019-03-01,29.82,29.22,30.8,28.87,96193,873963504.0,6.91,4.62,1.29,4.43,27.93,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,2.870000000000001,1.727954125655034,30.13,24.65,False,False,HOLD,,,90761.72720570337,385.6683556433798,1,0.11044911987605806,21.337098649999998,0.0,0.0,102030.95655760293,0.0048999832697858015,0.04618689581095592,145156.48286140096,-0.002714152217308863,20,10,20,2.0,0.01
300750.SZ,宁德时代,新能源汽车,2019-03-04,30.04,30.53,32.07,29.61,140369,1306102144.0,8.42,4.48,1.31,6.46,29.22,前复权,TuShare Pro daily 日期校验 + 东方财富前复权行情,,2.8500000000000014,1.7840564193722823,30.8,24.65,False,False,HOLD,,,90761.72720570337,385.6683556433798,1,0.11483219538940646,21.337098649999998,0.0,0.0,102536.18210349575,0.0049516888103229295,0.044832306639288166,151664.18281172388,0.0,20,10,20,2.0,0.01
