entry_date,exit_date,entry_price,exit_price,entry_atr,stop_price,shares,holding_days,exit_reason,gross_return,net_return,entry_cost,exit_cost,total_cost
2019-02-11,2019-04-23,6.787,9.467,0.2068184375,6.373363125,2417.5794288166403,50,CHANNEL_EXIT,0.3948725504641226,0.3920855923213371,16.40811158337854,22.887224452607136,39.29533603598567
2019-05-29,2019-06-04,9.887,8.981666007377044,0.4526669963114781,8.981666007377044,1175.696686532365,4,ATR_STOP,-0.09156811900707562,-0.09338316772034816,11.624113139745495,10.559714964413565,22.183828104159062
2019-06-12,2019-07-09,10.107,9.887,0.426793230034621,9.253413539930758,1234.2421120551794,19,CHANNEL_EXIT,-0.021767092114376108,-0.023721603418842885,12.474485026541698,12.202951761889558,24.677436788431258
2019-07-16,2019-10-25,10.697,11.555,0.36103002365842085,9.974939952683158,1454.9624400173561,67,CHANNEL_EXIT,0.08020940450593628,0.07805114395747292,15.563733220865657,16.812090994400553,32.375824215266206
2019-11-20,2020-01-22,12.125,13.795,0.37474928533176943,11.375501429336461,1417.9214068887547,44,CHANNEL_EXIT,0.13773195876288669,0.13545876803608792,17.19229705852615,19.560225808030374,36.752522866556525
2020-02-28,2020-03-13,14.865,13.675,0.5968027810918894,13.671394437816222,909.8833521316274,10,CHANNEL_EXIT,-0.08005381769256636,-0.08189187200287107,13.525416029436641,12.442654840400005,25.968070869836644
2020-04-08,2020-05-22,16.445,16.295,0.8061528879611615,14.832694224077677,666.718778470379,29,CHANNEL_EXIT,-0.00912131346913947,-0.01110109106460555,10.964190311945382,10.864182495174829,21.82837280712021
2020-07-03,2020-08-13,17.865,18.312,0.5836075821779286,16.697784835644143,919.9128047144985,29,CHANNEL_EXIT,0.025020990764063944,0.02297299677652309,16.434242256224515,16.845443279931896,33.27968553615641
2020-08-26,2020-10-26,20.332,21.912,0.750201427502009,18.831597144995982,718.1507188792424,37,CHANNEL_EXIT,0.07771001377139486,0.07555674701061266,14.601440416252757,15.736118552081958,30.337558968334715
2020-11-12,2021-03-01,26.222,39.712,1.0462008164669865,24.129598367066027,520.2437130446275,71,CHANNEL_EXIT,0.514453512317901,0.5114276311744086,13.641830643456224,20.65991833242825,34.30174897588448
2021-08-04,2021-08-20,27.688,26.368,1.2534136305404708,25.181172738919056,462.09671965936485,12,CHANNEL_EXIT,-0.04767408263507655,-0.049576831720720804,12.794533973928495,12.184566303978132,24.979100277906625
2021-12-08,2022-01-04,22.518,21.298,0.7122718122780279,21.093456375443946,808.7131671765503,18,CHANNEL_EXIT,-0.05417887911892716,-0.05606863160819997,18.21060309848156,17.223973034526168,35.434576133007724
2022-01-10,2022-01-14,23.708,22.357820289895606,0.6750898550521969,22.357820289895606,845.684860652159,4,ATR_STOP,-0.05695038426288135,-0.058834599279339095,20.049496676341388,18.90767013634638,38.95716681268777
2022-04-11,2022-04-19,17.708,16.375848655156236,0.6660756724218807,16.375848655156236,848.2660076880842,6,ATR_STOP,-0.07522878613303374,-0.0770764808660348,15.021094464140594,13.891075761213662,28.912170225354256
2022-05-27,2022-07-18,15.728,16.695,0.663068253870383,14.401863492259233,843.3742587335797,35,CHANNEL_EXIT,0.06148270600203465,0.05936186143459787,13.264590341361743,14.080133249557113,27.344723590918854
2022-11-03,2022-12-21,13.955,14.745,0.5423700428218724,12.870259914356255,1038.323733904455,34,CHANNEL_EXIT,0.05661053385883186,0.0544994239010721,14.489807706636668,15.310083456421188,29.799891163057858
2023-02-14,2023-03-08,17.055,17.055,0.44450852740026897,16.165982945199463,1275.809196801226,16,CHANNEL_EXIT,0.0,-0.0019980019980020414,21.75892585144491,21.75892585144491,43.51785170288982
2023-06-15,2023-08-10,15.325,15.615,0.4008965745663914,14.523206850867217,1414.0566770081928,38,CHANNEL_EXIT,0.018923327895595587,0.01688751705064906,21.670418575150553,22.08049501148293,43.75091358663349
2024-02-19,2024-03-18,13.475,12.915,0.3503572951556201,12.77428540968876,1623.2632045421944,20,CHANNEL_EXIT,-0.04155844155844157,-0.04347340970717595,21.87347168120607,20.96444428666244,42.83791596786851
2024-03-26,2024-04-24,13.735,14.265,0.3160579177327876,13.102884164534425,1784.3652934311056,19,CHANNEL_EXIT,0.038587550054605124,0.03651245005449599,24.508257305276235,25.45397091079472,49.962228216070955
2024-05-06,2024-05-29,15.655,15.575,0.44324055633671133,14.768518887326577,1282.4673371522,17,CHANNEL_EXIT,-0.0051101884381986595,-0.007097980269490933,20.077026163117687,19.974428776145512,40.051454939263195
2024-09-03,2024-09-09,15.644,14.86149916554898,0.3912504172255106,14.86149916554898,1451.061179229912,4,ATR_STOP,-0.0500192300211596,-0.05191729349764096,22.700401087872745,21.564944504285858,44.2653455921586
2024-09-25,2024-10-25,16.194,16.794,0.4342162080358761,15.325567583928247,1293.893852302099,17,CHANNEL_EXIT,0.03705075954057069,0.03497873005097918,20.953317044180192,21.729653355561453,42.68297039974165
2025-02-10,2025-03-27,16.044,18.534,0.40478239754439704,15.234435204911206,1397.041848368499,33,CHANNEL_EXIT,0.15519820493642467,0.1528901166148735,22.414139415224195,25.89277361766176,48.30691303288596
2025-05-07,2025-05-20,19.434,18.351236457899194,0.541381771050403,18.351236457899194,1076.2268263466065,9,ATR_STOP,-0.055714909030606496,-0.05760159252904662,20.91539214321995,19.75009297262099,40.66548511584094
2025-07-09,2025-09-05,18.682,20.002,0.3621332692410332,17.957733461517932,1592.2860753153077,42,CHANNEL_EXIT,0.07065624665453374,0.06851707333454482,29.747088459040576,31.848906078456785,61.59599453749736
2025-09-25,2025-10-29,21.942,21.95,0.5763824578237421,20.789235084352516,1018.11021862284,18,CHANNEL_EXIT,0.0003645975754260622,-0.0016341328892599538,22.339374417022356,22.34751929877134,44.686893715793694
2026-01-07,2026-02-03,21.88,21.45,0.5198976786755021,20.840204642648995,1128.3723396880569,19,CHANNEL_EXIT,-0.019652650822669093,-0.02161138678506136,24.68878679237468,24.20358668630882,48.8923734786835
2026-02-10,2026-03-03,23.68,22.464263112606574,0.6078684436967128,22.464263112606574,960.6810548288724,9,ATR_STOP,-0.05134024017708727,-0.053235664272637595,22.7489273783477,21.580991982972215,44.32991936131992
2026-05-12,2026-05-15,21.69,20.376891075086803,0.6565544624565989,20.376891075086803,880.2108646885655,3,ATR_STOP,-0.060539830563079655,-0.062416873858657795,19.091773655094986,17.935960912866868,37.02773456796186
