ts_code,stock_name,industry,trade_date,open,close,high,low,vol,amount,pre_close,change,pct_chg,amplitude,turnover_rate,price_type,source,adj_factor,true_range,atr,entry_high,exit_low,entry_signal,channel_exit_signal,execution,exit_reason,fill_price,cash,shares,position,exposure,stop_price,transaction_cost,turnover,strategy_equity,strategy_return,market_return,benchmark_equity,drawdown,entry_window,exit_window,atr_window,stop_atr,risk_fraction
000425.SZ,徐工机械,工程机械,2019-01-02,2.096,2.066,2.096,2.046,234378.66,75407.791,,,,,,前复权,TuShare Pro daily + TuShare legacy qfq,,0.050000000000000266,,,,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0,20,10,20,2.0,0.01
000425.SZ,徐工机械,工程机械,2019-01-03,2.056,2.046,2.086,2.026,309744.49,99310.708,2.066,-0.02,-0.968054211035818,2.9041626331074566,,前复权,TuShare Pro daily + TuShare legacy qfq,,0.06000000000000005,,,,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,-0.009680542110358181,99031.94578896418,0.0,20,10,20,2.0,0.01
000425.SZ,徐工机械,工程机械,2019-01-04,2.026,2.096,2.106,2.006,352364.97,113607.711,2.046,0.0500000000000002,2.443792766373432,4.887585532746828,,前复权,TuShare Pro daily + TuShare legacy qfq,,0.10000000000000009,,,,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.024437927663734316,101452.08131655374,0.0,20,10,20,2.0,0.01
000425.SZ,徐工机械,工程机械,2019-01-07,2.116,2.126,2.136,2.086,413866.76,135157.339,2.096,0.0299999999999998,1.4312977099236512,2.3854961832061194,,前复权,TuShare Pro daily + TuShare legacy qfq,,0.050000000000000266,,,,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.014312977099236512,102904.16263310747,0.0,20,10,20,2.0,0.01
000425.SZ,徐工机械,工程机械,2019-01-08,2.116,2.106,2.126,2.096,280974.1,91725.116,2.126,-0.02,-0.940733772342428,1.4111006585136314,,前复权,TuShare Pro daily + TuShare legacy qfq,,0.029999999999999805,,,,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,-0.00940733772342428,101936.10842207163,0.0,20,10,20,2.0,0.01
000425.SZ,徐工机械,工程机械,2019-01-09,2.126,2.126,2.166,2.106,501782.43,165474.09,2.106,0.02,0.949667616334282,2.849002849002852,,前复权,TuShare Pro daily + TuShare legacy qfq,,0.06000000000000005,,,,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.009496676163342821,102904.16263310744,0.0,20,10,20,2.0,0.01
000425.SZ,徐工机械,工程机械,2019-01-10,2.136,2.106,2.146,2.106,307533.42,100870.519,2.126,-0.02,-0.940733772342428,1.881467544684856,,前复权,TuShare Pro daily + TuShare legacy qfq,,0.040000000000000036,,,,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,-0.00940733772342428,101936.10842207161,0.0,20,10,20,2.0,0.01
000425.SZ,徐工机械,工程机械,2019-01-11,2.116,2.136,2.136,2.106,239073.11,78458.749,2.106,0.0300000000000002,1.4245014245014342,1.4245014245014362,,前复权,TuShare Pro daily + TuShare legacy qfq,,0.03000000000000025,,,,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.014245014245014342,103388.18973862535,0.0,20,10,20,2.0,0.01
000425.SZ,徐工机械,工程机械,2019-01-14,2.126,2.166,2.206,2.126,485723.68,161093.897,2.136,0.0299999999999998,1.404494382022459,3.745318352059928,,前复权,TuShare Pro daily + TuShare legacy qfq,,0.08000000000000007,,,,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.014044943820224587,104840.27105517908,0.0,20,10,20,2.0,0.01
000425.SZ,徐工机械,工程机械,2019-01-15,2.156,2.176,2.176,2.126,436614.49,144347.7,2.166,0.0100000000000002,0.4616805170821969,2.308402585410908,,前复权,TuShare Pro daily + TuShare legacy qfq,,0.050000000000000266,,,,False,False,HOLD,,,100000.0,0.0,0,0.0,,0.0,0.0,100000.0,0.0,0.004616805170821969,105324.29816069701,0.0,20,10,20,2.0,0.01
