entry_date,exit_date,entry_price,exit_price,entry_atr,stop_price,shares,holding_days,exit_reason,gross_return,net_return,entry_cost,exit_cost,total_cost
2019-02-15,2019-05-07,14.89,14.56,0.6021200890472659,13.685759821905469,830.3991331548987,53,CHANNEL_EXIT,-0.022162525184687754,-0.02411624641309007,12.364643092676443,12.090611378735325,24.45525447141177
2019-07-03,2019-08-06,14.82,14.29,0.46788536848354567,13.884229263032909,1065.4480749710997,24,CHANNEL_EXIT,-0.03576248313090424,-0.03768903161615711,15.789940471071697,15.225252991337015,31.01519346240871
2019-12-23,2020-03-10,12.6,16.36,0.32194348455559446,11.95611303088881,1539.1802461105003,49,CHANNEL_EXIT,0.29841269841269846,0.295818467247039,19.393671100992304,25.180988826367788,44.57465992736009
2020-06-08,2020-08-11,18.16,24.46,0.7276008311933105,16.70479833761338,720.5087523874895,44,CHANNEL_EXIT,0.34691629955947145,0.3442251581018103,13.084438943356808,17.623644083397995,30.708083026754803
2020-09-02,2020-09-04,29.14,26.67323980338339,1.2333800983083067,26.67323980338339,443.32258413625334,2,ATR_STOP,-0.08465203145561473,-0.08648089852563334,12.918420101730423,11.824849596921895,24.74326969865232
2020-09-16,2020-11-20,30.6,52.06,1.4483699576248905,27.70326008475022,373.65707613765017,41,CHANNEL_EXIT,0.7013071895424836,0.6979079743785628,11.433906529812095,19.45258738372607,30.886493913538164
2021-01-04,2021-02-24,60.18,72.18,3.0999340180772603,53.98013196384548,187.46613700254812,32,CHANNEL_EXIT,0.1994017946161517,0.19700538743410134,11.281712124813346,13.531305768843925,24.81301789365727
2021-06-02,2021-07-19,60.51,70.51,2.6793669834097154,55.15126603318057,221.04346367242326,32,CHANNEL_EXIT,0.1652619401751778,0.16293374449051212,13.375339986818332,15.585774623542566,28.961114610360898
2021-08-03,2021-08-31,96.84,86.58444346504233,5.127778267478836,86.58444346504233,117.62675658156753,20,ATR_STOP,-0.10590207078642788,-0.107688480235406,11.390975107358999,10.18464725521303,21.575622362572027
2021-10-18,2021-12-17,91.98,91.89,4.48960976765793,83.00078046468414,132.97913172794276,44,CHANNEL_EXIT,-0.0009784735812133905,-0.0029745205870452818,12.231420536336177,12.21945241448066,24.450872950816837
2022-05-12,2022-07-13,80.56,100.23,3.6248864862808574,73.31022702743829,164.65131142320882,43,CHANNEL_EXIT,0.24416583912611722,0.24167999329369727,13.264309648253704,16.50300094394822,29.767310592201923
2022-11-07,2022-11-21,88.93,81.54,3.641659591233341,81.64668081753332,168.29879847291065,10,ATR_STOP,-0.08309906668165978,-0.08493103657839962,14.966812148195945,13.723084027481134,28.689896175677077
2023-01-13,2023-02-17,89.73,89.43,2.7725889094825074,84.18482218103499,218.75758122421234,20,CHANNEL_EXIT,-0.0033433634236040843,-0.005334685374805748,19.629117763248576,19.56349048888131,39.19260825212989
2023-05-12,2023-05-26,85.93,81.6,2.545545888920244,80.83890822215952,238.06317803660696,10,CHANNEL_EXIT,-0.05038985220528347,-0.05228717517790027,20.456768888685637,19.42595532778713,39.882724216472766
2023-06-16,2023-06-27,88.55,83.75384903115071,2.398075484424647,83.75384903115071,250.47054049381057,5,ATR_STOP,-0.05416319558271365,-0.056052979407723025,22.179166360726928,20.977871835269333,43.157038195996265
2024-02-28,2024-04-01,62.98,65.33,1.9604441295604538,59.05911174087909,303.2093574856451,23,CHANNEL_EXIT,0.03731343283582089,0.03524087852446045,19.09612533444593,19.808667324537193,38.904792658983126
2024-04-30,2024-05-24,72.14,68.97,2.0158389110451145,68.10832217790977,296.54809599233533,15,CHANNEL_EXIT,-0.04394233434987527,-0.04585253947604928,21.392979644887074,20.45292218059137,41.84590182547844
2024-06-04,2024-07-02,76.61,79.93,2.0750171189580473,72.45996576208391,285.72471458201613,19,CHANNEL_EXIT,0.043336379062785646,0.04125179089283004,21.889370384128256,22.83797643654055,44.72734682066881
2024-07-15,2024-07-24,85.08,80.49883776851728,2.290581115741364,80.49883776851728,260.80851862855314,7,ATR_STOP,-0.053845348277888117,-0.05573576716244799,22.189588764917303,20.994782629727215,43.184371394644515
2024-09-02,2024-11-18,81.35,95.35,2.2581539374569073,76.83369212508617,261.81258294903205,48,CHANNEL_EXIT,0.17209588199139514,0.16975403207732653,21.298453622903754,24.963829784190207,46.26228340709396
2025-02-07,2025-03-05,105.34,114.34,2.7394769257576024,99.8610461484848,222.4178925263305,18,CHANNEL_EXIT,0.08543763052971332,0.08326892397520846,23.429500798723655,25.43126183146063,48.86076263018428
2025-03-20,2025-03-21,132.01,124.39948292589825,3.8052585370508707,124.39948292589825,162.68886325969356,1,ATR_STOP,-0.05765106487464389,-0.059533879929839495,21.47655683891215,20.238410467308043,41.71496730622019
2025-05-19,2025-05-28,128.01,120.36633730381946,3.821831348090261,120.36633730381946,160.30897842042333,7,ATR_STOP,-0.05971144985689025,-0.061590148258774735,20.52115232759839,19.29580456938339,39.81695689698178
2025-08-27,2025-08-28,113.96,109.14961636343791,2.4051918182810406,109.14961636343791,252.0996666142363,1,ATR_STOP,-0.042211158621990874,-0.044124822640728145,28.729278007358367,27.51658189629449,56.24585990365286
2025-12-29,2026-01-08,100.5,96.65419081306696,1.9229045934665208,96.65419081306696,312.0297011696477,6,ATR_STOP,-0.03826675807893576,-0.04018830301783893,31.358984967549596,30.15897827619539,61.51796324374499
2026-03-03,2026-04-07,96.39,99.5,2.173293556879429,92.04341288624114,273.1778781218045,24,CHANNEL_EXIT,0.03226475775495374,0.030202290706492496,26.331615672160737,27.18119887311955,53.512814545280285
