entry_date,exit_date,entry_price,exit_price,entry_atr,stop_price,shares,holding_days,exit_reason,gross_return,net_return,entry_cost,exit_cost,total_cost
2019-02-14,2019-04-30,9.77,11.7,0.4955348875390624,8.778930224921876,1009.0106924319948,52,CHANNEL_EXIT,0.19754350051177072,0.19515080620505398,9.85803446506059,11.80542510145434,21.66345956651493
2019-05-29,2019-06-06,14.6,12.753345332391604,0.9233273338041978,12.753345332391604,551.9479573776041,6,ATR_STOP,-0.12648319641153394,-0.12822848473039206,8.05844017771302,7.039182905944747,15.097623083657767
2019-07-30,2019-10-08,12.96,16.68,0.616087529096929,11.727824941806142,818.8071298072167,44,CHANNEL_EXIT,0.287037037037037,0.28446553446553446,10.61174040230153,13.657702925184374,24.269443327485902
2019-11-15,2019-12-24,19.3,20.82,0.9300273084753721,17.439945383049256,558.6559900691473,27,CHANNEL_EXIT,0.0787564766839377,0.07660111908816547,10.782060608334543,11.631217713239646,22.41327832157419
2020-01-21,2020-02-04,23.83,21.2,1.156457988089269,21.51708402382146,452.84744567836884,4,ATR_STOP,-0.11036508602601758,-0.11214257836162977,10.79135463051553,9.60036584838142,20.39172047889695
2020-02-14,2020-03-02,27.56,26.55,1.464694624003588,24.630610751992823,353.41301520762454,11,CHANNEL_EXIT,-0.036647314949201704,-0.03857209553871377,9.740062699122133,9.383115553762433,19.123178252884564
2020-05-06,2020-06-15,25.9,26.5,1.360620076476086,23.178759847047825,379.06378182014714,28,CHANNEL_EXIT,0.02316602316602312,0.02112173540744977,9.81775194914181,10.0451902182339,19.86294216737571
2020-07-03,2020-08-27,34.2,39.7,1.5834508599305301,31.033098280138944,326.3755646112945,39,CHANNEL_EXIT,0.1608187134502923,0.1584993953415006,11.162044309706275,12.957109915068393,24.119154224774668
2020-10-13,2020-10-22,38.51,35.06440303994049,1.7227984800297567,35.06440303994049,305.1165918666669,7,ATR_STOP,-0.08947278525212965,-0.09129202044643103,11.750039952785343,10.698731151385838,22.44877110417118
2020-11-09,2020-12-10,41.7,40.7,1.582555402262153,38.5348891954757,328.76296911534524,23,CHANNEL_EXIT,-0.023980815347721784,-0.025930903628745283,13.709415812109897,13.380652842994552,27.09006865510445
2021-01-14,2021-01-27,46.18,42.365576190720745,1.907211904639628,42.365576190720745,271.8661447042277,9,ATR_STOP,-0.08259904307664045,-0.08443201202154205,12.554778562441234,11.51776586714447,24.072544429585705
2021-06-08,2021-06-11,36.42,33.592513870457026,1.4137430647714884,33.592513870457026,363.00862174889096,3,ATR_STOP,-0.0776355334855292,-0.07947841953251122,13.22077400409461,12.194372161195108,25.41514616528972
